#       k             kp                 V11                    V12                    V21                    V22          
   3.004739       0.045447         1.323193e-04           -6.434132e-08          -1.470175e-03          1.024993e-06      
   3.004739       0.066417         1.335488e-04           -1.382809e-07          -1.476810e-03          2.193095e-06      
   3.004739       0.091251         1.356128e-04           -2.594729e-07          -1.487925e-03          4.160684e-06      
   3.004739       0.119882         1.388248e-04           -4.445061e-07          -1.505186e-03          7.220827e-06      
   3.004739       0.152235         1.435580e-04           -7.228985e-07          -1.530538e-03          1.171700e-05      
   3.004739       0.188220         1.502547e-04           -1.110515e-06          -1.566249e-03          1.807624e-05      
   3.004739       0.227742         1.594448e-04           -1.626568e-06          -1.614959e-03          2.680798e-05      
   3.004739       0.270694         1.717697e-04           -2.295902e-06          -1.679773e-03          3.852852e-05      
   3.004739       0.316959         1.880184e-04           -3.147075e-06          -1.764371e-03          5.399438e-05      
   3.004739       0.366414         2.091757e-04           -4.205515e-06          -1.873176e-03          7.415023e-05      
   3.004739       0.418925         2.364877e-04           -5.494990e-06          -2.011562e-03          1.001951e-04      
   3.004739       0.474351         2.715487e-04           -7.033790e-06          -2.186122e-03          1.336646e-04      
   3.004739       0.532541         3.164172e-04           -8.830242e-06          -2.405016e-03          1.765419e-04      
   3.004739       0.593339         3.737687e-04           -1.087682e-05          -2.678397e-03          2.314046e-04      
   3.004739       0.656582         4.470977e-04           -1.313902e-05          -3.018942e-03          3.016178e-04      
   3.004739       0.722098         5.409827e-04           -1.553973e-05          -3.442500e-03          3.915894e-04      
   3.004739       0.789711         6.614331e-04           -1.793629e-05          -3.968856e-03          5.071039e-04      
   3.004739       0.859239         8.163389e-04           -2.008767e-05          -4.622629e-03          6.557561e-04      
   3.004739       0.930495         1.016048e-03           -2.160902e-05          -5.434273e-03          8.475088e-04      
   3.004739       1.003286         1.274096e-03           -2.191245e-05          -6.441142e-03          1.095402e-03      
   3.004739       1.077416         1.608122e-03           -2.013150e-05          -7.688533e-03          1.416444e-03      
   3.004739       1.152685         2.040972e-03           -1.503143e-05          -9.230548e-03          1.832706e-03      
   3.004739       1.228890         2.602012e-03           -4.910691e-06          -1.113054e-02          2.372637e-03      
   3.004739       1.305826         3.328604e-03           1.248965e-05           -1.346079e-02          3.072563e-03      
   3.004739       1.383286         4.267675e-03           4.003587e-05           -1.630103e-02          3.978314e-03      
   3.004739       1.461060         5.477237e-03           8.115619e-05           -1.973518e-02          5.146823e-03      
   3.004739       1.538940         7.027606e-03           1.396228e-04           -2.384588e-02          6.647495e-03      
   3.004739       1.616714         9.001994e-03           2.190559e-04           -2.870622e-02          8.562965e-03      
   3.004739       1.694174         1.149600e-02           3.220212e-04           -3.436867e-02          1.098877e-02      
   3.004739       1.771110         1.461547e-02           4.485811e-04           -4.085140e-02          1.403128e-02      
   3.004739       1.847315         1.847221e-02           5.941998e-04           -4.812323e-02          1.780323e-02      
   3.004739       1.922584         2.317707e-02           7.470046e-04           -5.608929e-02          2.241638e-02      
   3.004739       1.996714         2.883044e-02           8.845982e-04           -6.458015e-02          2.797099e-02      
   3.004739       2.069505         3.551025e-02           9.708410e-04           -7.334800e-02          3.454244e-02      
   3.004739       2.140761         4.325868e-02           9.532856e-04           -8.207313e-02          4.216592e-02      
   3.004739       2.210289         5.206903e-02           7.621611e-04           -9.038272e-02          5.082106e-02      
   3.004739       2.277902         6.187500e-02           3.119248e-04           -9.788189e-02          6.041938e-02      
   3.004739       2.343418         7.254472e-02           -4.937690e-04          -1.041938e-01          7.079753e-02      
   3.004739       2.406661         8.388143e-02           -1.753360e-03          -1.090027e-01          8.171920e-02      
   3.004739       2.467459         9.563198e-02           -3.555478e-03          -1.120930e-01          9.288708e-02      
   3.004739       2.525649         1.075031e-01           -5.965369e-03          -1.133754e-01          1.039647e-01      
   3.004739       2.581075         1.191833e-01           -9.011965e-03          -1.128959e-01          1.146058e-01      
   3.004739       2.633586         1.303684e-01           -1.267824e-02          -1.108253e-01          1.244866e-01      
   3.004739       2.683041         1.407861e-01           -1.689721e-02          -1.074324e-01          1.333372e-01      
   3.004739       2.729306         1.502172e-01           -2.155493e-02          -1.030460e-01          1.409649e-01      
   3.004739       2.772258         1.585094e-01           -2.650045e-02          -9.801530e-02          1.472679e-01      
   3.004739       2.811780         1.655842e-01           -3.156082e-02          -9.267469e-02          1.522364e-01      
   3.004739       2.847765         1.714351e-01           -3.655846e-02          -8.731809e-02          1.559431e-01      
   3.004739       2.880118         1.761188e-01           -4.132731e-02          -8.218478e-02          1.585260e-01      
   3.004739       2.908749         1.797417e-01           -4.572524e-02          -7.745567e-02          1.601671e-01      
   3.004739       2.933583         1.824434e-01           -4.964107e-02          -7.325739e-02          1.610699e-01      
   3.004739       2.954553         1.843800e-01           -5.299605e-02          -6.967123e-02          1.614402e-01      
   3.004739       2.971601         1.857079e-01           -5.574067e-02          -6.674394e-02          1.614699e-01      
   3.004739       2.984682         1.865705e-01           -5.784857e-02          -6.449849e-02          1.613252e-01      
   3.004739       2.993761         1.870869e-01           -5.930908e-02          -6.294334e-02          1.611385e-01      
   3.004739       2.998815         1.873447e-01           -6.012041e-02          -6.207945e-02          1.610038e-01      
   3.004739       3.004739         1.876194e-01           -6.106912e-02          -6.106912e-02          1.608179e-01      
   3.004739       3.024957         1.883298e-01           -6.428103e-02          -5.764475e-02          1.599552e-01      
   3.004739       3.061273         1.886945e-01           -6.988678e-02          -5.162835e-02          1.575223e-01      
   3.004739       3.113597         1.870751e-01           -7.733689e-02          -4.341351e-02          1.520719e-01      
   3.004739       3.181789         1.810748e-01           -8.528242e-02          -3.380759e-02          1.417945e-01      
   3.004739       3.265666         1.678755e-01           -9.115443e-02          -2.404668e-02          1.251334e-01      
   3.004739       3.365002         1.452428e-01           -9.125467e-02          -1.550681e-02          1.018214e-01      
   3.004739       3.479529         1.132884e-01           -8.213726e-02          -9.148099e-03          7.394504e-02      
   3.004739       3.608938         7.616569e-02           -6.337266e-02          -5.073875e-03          4.605841e-02      
   3.004739       3.752880         4.165577e-02           -3.965398e-02          -2.666560e-03          2.345508e-02      
   3.004739       3.910968         1.718758e-02           -1.887363e-02          -1.230243e-03          9.227672e-03      
   3.004739       4.082775         4.825965e-03           -6.355031e-03          -4.233610e-04          2.628963e-03      
   3.004739       4.267838         7.801175e-04           -1.407467e-03          -8.658610e-05          5.070085e-04      
   3.004739       4.465657         4.430867e-05           -1.992430e-04          -5.876254e-06          6.309117e-05      
   3.004739       4.675701         -4.085117e-06          -2.165539e-05          9.816576e-07           5.395242e-06      
   3.004739       4.897402         -5.716321e-07          -2.771017e-06          1.863033e-07           4.671761e-07      
   3.004739       5.130163         -1.492649e-08          -3.764361e-07          6.851318e-09           5.607934e-08      
   3.004739       5.373356         -1.793671e-09          -3.938173e-08          -2.617743e-10          6.279974e-09      
   3.004739       5.626327         -4.333950e-10          -3.041866e-09          3.125084e-11           4.974729e-10      
   3.004739       5.888392         -3.202748e-11          -1.867719e-10          6.398093e-12           2.859657e-11      
   3.004739       6.158845         -9.833901e-13          -9.467484e-12          2.353230e-13           1.387350e-12      
   3.004739       6.436958         -2.424406e-14          -3.698876e-13          1.445952e-15           5.645316e-14      
   3.004739       6.721980         -9.322143e-16          -1.041517e-14          8.447481e-17           1.624247e-15      
   3.004739       7.013143         -1.811173e-17          -2.137179e-16          4.310788e-18           3.191710e-17      
   3.004739       7.309662         -8.427022e-20          -3.258711e-18          1.572659e-20           4.807643e-19      
   3.004739       7.610739         -1.139551e-22          -3.539514e-20          -2.869902e-22          5.420794e-21      
   3.004739       7.915560         -1.262974e-25          -2.631196e-22          2.066102e-24           3.942021e-23      
   3.004739       8.223305         1.278533e-25           -1.319701e-24          -1.415594e-26          1.908533e-25      
   3.004739       8.533144         -5.812633e-29          -3.885448e-27          -9.993156e-29          6.042774e-28      
   3.004739       8.844241         -3.281261e-30          -5.744962e-30          9.635593e-31           8.401721e-31      
   3.004739       9.155759         2.378698e-32           -2.115186e-32          -4.178337e-33          2.925372e-33      
   3.004739       9.466856         3.378182e-35           -1.069746e-34          -6.942867e-36          1.680130e-35      
   3.004739       9.776695         -2.255068e-37          -1.014277e-37          4.386727e-38           1.415588e-38      
   3.004739       10.084440        3.711756e-40           -1.389613e-40          -7.654608e-41          2.009907e-41      
   3.004739       10.389261        6.214909e-43           -2.339825e-43          -7.093116e-44          3.759191e-44      
   3.004739       10.690338        -2.653687e-45          -9.633067e-47          3.952690e-46           1.143486e-47      
   3.004739       10.986857        5.950601e-48           -1.217401e-48          -9.243886e-49          1.815043e-49      
   3.004739       11.278020        -1.070224e-50          2.133396e-51           1.669225e-51           -3.143283e-52     
   3.004739       11.563042        2.328831e-53           -9.629617e-55          -1.076237e-53          -2.265967e-54     
   3.004739       11.841155        -5.921518e-52          -2.110830e-52          2.145733e-51           7.581984e-52      
   3.004739       12.111608        -4.833832e-48          -1.759579e-48          9.045770e-48           3.292281e-48      
   3.004739       12.373673        -6.793309e-45          -2.537906e-45          1.206434e-44           4.506921e-45      
   3.004739       12.626644        -6.480538e-42          -2.465712e-42          1.126540e-41           4.286173e-42      
   3.004739       12.869837        -4.657292e-39          -1.791918e-39          7.991180e-39           3.074612e-39      
   3.004739       13.102598        -2.540738e-36          -9.825089e-37          4.317585e-36           1.669604e-36      
   3.004739       13.324299        -1.034405e-33          -4.000971e-34          1.743886e-33           6.745114e-34      
   3.004739       13.534343        -3.065013e-31          -1.181558e-31          5.131657e-31           1.978230e-31      
   3.004739       13.732162        -6.431689e-29          -2.465595e-29          1.070202e-28           4.102596e-29      
   3.004739       13.917225        -9.303261e-27          -3.543118e-27          1.539362e-26           5.862564e-27      
   3.004739       14.089032        -9.049375e-25          -3.424389e-25          1.489697e-24           5.637137e-25      
   3.004739       14.247120        -5.782074e-23          -2.175818e-23          9.474031e-23           3.565087e-23      
   3.004739       14.391062        -2.388923e-21          -8.951319e-22          3.897463e-21           1.460368e-21      
   3.004739       14.520471        -6.265439e-20          -2.340633e-20          1.018270e-19           3.803998e-20      
   3.004739       14.634998        -1.031211e-18          -3.842334e-19          1.670065e-18           6.222679e-19      
   3.004739       14.734334        -1.103728e-17          -4.108221e-18          1.781622e-17           6.631332e-18      
   3.004739       14.818211        -6.990647e-17          -2.597922e-17          1.125671e-16           4.183248e-17      
   3.004739       14.886403        -2.577087e-16          -9.539839e-17          4.141249e-16           1.532988e-16      
   3.004739       14.938727        -6.621686e-16          -2.438712e-16          1.061642e-15           3.909914e-16      
   3.004739       14.975043        -1.520883e-15          -5.575240e-16          2.432449e-15           8.916826e-16      
   3.004739       14.995261        -3.648148e-15          -1.333420e-15          5.824308e-15           2.128817e-15      
   3.024957       0.001185         8.386684e-05           -4.265863e-11          -1.159774e-03          6.026556e-10      
   3.024957       0.006239         8.387819e-05           -1.182941e-09          -1.159871e-03          1.671250e-08      
   3.024957       0.015318         8.397818e-05           -7.130268e-09          -1.160344e-03          1.007550e-07      
   3.024957       0.028399         8.423000e-05           -2.453520e-08          -1.161719e-03          3.464684e-07      
   3.024957       0.045447         8.478802e-05           -6.291332e-08          -1.164759e-03          8.881539e-07      
   3.024957       0.066417         8.583621e-05           -1.348855e-07          -1.170438e-03          1.900372e-06      
   3.024957       0.091251         8.759611e-05           -2.539258e-07          -1.179955e-03          3.605742e-06      
   3.024957       0.119882         9.033603e-05           -4.354349e-07          -1.194735e-03          6.258847e-06      
   3.024957       0.152235         9.437566e-05           -7.075997e-07          -1.216451e-03          1.015781e-05      
   3.024957       0.188220         1.000957e-04           -1.087483e-06          -1.247053e-03          1.567418e-05      
   3.024957       0.227742         1.079534e-04           -1.595307e-06          -1.288822e-03          2.325215e-05      
   3.024957       0.270694         1.185054e-04           -2.256916e-06          -1.344443e-03          3.343007e-05      
   3.024957       0.316959         1.324398e-04           -3.102438e-06          -1.417117e-03          4.686997e-05      
   3.024957       0.366414         1.506198e-04           -4.160784e-06          -1.510704e-03          6.440006e-05      
   3.024957       0.418925         1.741437e-04           -5.461286e-06          -1.629916e-03          8.707392e-05      
   3.024957       0.474351         2.044237e-04           -7.030916e-06          -1.780563e-03          1.162445e-04      
   3.024957       0.532541         2.432925e-04           -8.891005e-06          -1.969868e-03          1.536637e-04      
   3.024957       0.593339         2.931433e-04           -1.105289e-05          -2.206863e-03          2.016151e-04      
   3.024957       0.656582         3.571167e-04           -1.350926e-05          -2.502885e-03          2.630886e-04      
   3.024957       0.722098         4.393459e-04           -1.622170e-05          -2.872177e-03          3.420100e-04      
   3.024957       0.789711         5.452803e-04           -1.910210e-05          -3.332624e-03          4.435448e-04      
   3.024957       0.859239         6.821071e-04           -2.198501e-05          -3.906607e-03          5.744946e-04      
   3.024957       0.930495         8.592956e-04           -2.458860e-05          -4.621992e-03          7.438112e-04      
   3.024957       1.003286         1.089293e-03           -2.646245e-05          -5.513198e-03          9.632541e-04      
   3.024957       1.077416         1.388398e-03           -2.691977e-05          -6.622286e-03          1.248219e-03      
   3.024957       1.152685         1.777830e-03           -2.495478e-05          -7.999940e-03          1.618767e-03      
   3.024957       1.228890         2.285014e-03           -1.914844e-05          -9.706120e-03          2.100862e-03      
   3.024957       1.305826         2.945041e-03           -7.574364e-06          -1.181009e-02          2.727821e-03      
   3.024957       1.383286         3.802258e-03           1.226824e-05           -1.438939e-02          3.541906e-03      
   3.024957       1.461060         4.911854e-03           4.344773e-05           -1.752728e-02          4.595939e-03      
   3.024957       1.538940         6.341215e-03           8.945022e-05           -2.130806e-02          5.954754e-03      
   3.024957       1.616714         8.170733e-03           1.537920e-04           -2.580979e-02          7.696146e-03      
   3.024957       1.694174         1.049363e-02           2.392753e-04           -3.109412e-02          9.910890e-03      
   3.024957       1.771110         1.341424e-02           3.467529e-04           -3.719342e-02          1.270121e-02      
   3.024957       1.847315         1.704428e-02           4.732869e-04           -4.409615e-02          1.617707e-02      
   3.024957       1.922584         2.149654e-02           6.096737e-04           -5.173208e-02          2.044965e-02      
   3.024957       1.996714         2.687585e-02           7.374712e-04           -5.996028e-02          2.562188e-02      
   3.024957       2.069505         3.326759e-02           8.258816e-04           -6.856294e-02          3.177588e-02      
   3.024957       2.140761         4.072451e-02           8.290873e-04           -7.724848e-02          3.895843e-02      
   3.024957       2.210289         4.925336e-02           6.848588e-04           -8.566642e-02          4.716576e-02      
   3.024957       2.277902         5.880349e-02           3.153917e-04           -9.343443e-02          5.633046e-02      
   3.024957       2.343418         6.925960e-02           -3.687590e-04          -1.001753e-01          6.631336e-02      
   3.024957       2.406661         8.044092e-02           -1.461201e-03          -1.055587e-01          7.690316e-02      
   3.024957       2.467459         9.210799e-02           -3.049013e-03          -1.093406e-01          8.782578e-02      
   3.024957       2.525649         1.039772e-01           -5.200091e-03          -1.113931e-01          9.876328e-02      
   3.024957       2.581075         1.157417e-01           -7.950602e-03          -1.117176e-01          1.093806e-01      
   3.024957       2.633586         1.270960e-01           -1.129501e-02          -1.104407e-01          1.193567e-01      
   3.024957       2.683041         1.377610e-01           -1.518097e-02          -1.077919e-01          1.284148e-01      
   3.024957       2.729306         1.475053e-01           -1.951063e-02          -1.040706e-01          1.363470e-01      
   3.024957       2.772258         1.561612e-01           -2.414844e-02          -9.960801e-02          1.430299e-01      
   3.024957       2.811780         1.636326e-01           -2.893434e-02          -9.473160e-02          1.484287e-01      
   3.024957       2.847765         1.698945e-01           -3.369952e-02          -8.973815e-02          1.525902e-01      
   3.024957       2.880118         1.749859e-01           -3.828201e-02          -8.487670e-02          1.556281e-01      
   3.024957       2.908749         1.789974e-01           -4.253916e-02          -8.034202e-02          1.577034e-01      
   3.024957       2.933583         1.820553e-01           -4.635552e-02          -7.627612e-02          1.590028e-01      
   3.024957       2.954553         1.843049e-01           -4.964546e-02          -7.277531e-02          1.597198e-01      
   3.024957       2.971601         1.858945e-01           -5.235139e-02          -6.989969e-02          1.600374e-01      
   3.024957       2.984682         1.869616e-01           -5.443888e-02          -6.768330e-02          1.601163e-01      
   3.024957       2.993761         1.876219e-01           -5.589019e-02          -6.614299e-02          1.600860e-01      
   3.024957       2.998815         1.879602e-01           -5.669822e-02          -6.528552e-02          1.600386e-01      
   3.024957       3.004739         1.883298e-01           -5.764475e-02          -6.428103e-02          1.599552e-01      
   3.024957       3.024957         1.893673e-01           -6.086331e-02          -6.086331e-02          1.594431e-01      
   3.024957       3.061273         1.903272e-01           -6.653831e-02          -5.481018e-02          1.576365e-01      
   3.024957       3.113597         1.895641e-01           -7.422329e-02          -4.644615e-02          1.530549e-01      
   3.024957       3.181789         1.846233e-01           -8.271006e-02          -3.651686e-02          1.437890e-01      
   3.024957       3.265666         1.725294e-01           -8.955007e-02          -2.624788e-02          1.280823e-01      
   3.024957       3.365002         1.507517e-01           -9.101646e-02          -1.708811e-02          1.053825e-01      
   3.024957       3.479529         1.190126e-01           -8.334629e-02          -1.013470e-02          7.751613e-02      
   3.024957       3.608938         8.118585e-02           -6.554692e-02          -5.613766e-03          4.898576e-02      
   3.024957       3.752880         4.518174e-02           -4.188085e-02          -2.939321e-03          2.535084e-02      
   3.024957       3.910968         1.903917e-02           -2.039007e-02          -1.361371e-03          1.015183e-02      
   3.024957       4.082775         5.489585e-03           -7.034042e-03          -4.768087e-04          2.948315e-03      
   3.024957       4.267838         9.223887e-04           -1.596877e-03          -1.011715e-04          5.801382e-04      
   3.024957       4.465657         5.834533e-05           -2.305093e-04          -7.799069e-06          7.354752e-05      
   3.024957       4.675701         -4.132428e-06          -2.493510e-05          9.861528e-07           6.332899e-06      
   3.024957       4.897402         -6.685811e-07          -3.110166e-06          2.123981e-07           5.349522e-07      
   3.024957       5.130163         -1.919706e-08          -4.204678e-07          8.813907e-09           6.266246e-08      
   3.024957       5.373356         -1.889232e-09          -4.424381e-08          -2.690353e-10          7.030283e-09      
   3.024957       5.626327         -4.723803e-10          -3.432605e-09          3.038342e-11           5.624011e-10      
   3.024957       5.888392         -3.610751e-11          -2.107498e-10          7.027816e-12           3.247467e-11      
   3.024957       6.158845         -1.136466e-12          -1.067193e-11          2.744805e-13           1.568565e-12      
   3.024957       6.436958         -2.740670e-14          -4.177695e-13          1.926536e-15           6.373243e-14      
   3.024957       6.721980         -1.035997e-15          -1.180131e-14          8.818190e-17           1.843968e-15      
   3.024957       7.013143         -2.063557e-17          -2.425614e-16          4.792557e-18           3.638732e-17      
   3.024957       7.309662         -1.010359e-19          -3.702570e-18          2.098856e-20           5.471688e-19      
   3.024957       7.610739         -8.742862e-23          -4.032708e-20          -3.272886e-22          6.179553e-21      
   3.024957       7.915560         -6.639019e-27          -3.006437e-22          2.049776e-24           4.523203e-23      
   3.024957       8.223305         1.423125e-25           -1.510573e-24          -1.426280e-26          2.190884e-25      
   3.024957       8.533144         -3.552059e-29          -4.476642e-27          -1.159228e-28          6.946133e-28      
   3.024957       8.844241         -3.767525e-30          -6.698669e-30          1.060391e-30           9.917406e-31      
   3.024957       9.155759         2.672500e-32           -2.410139e-32          -4.565132e-33          3.338486e-33      
   3.024957       9.466856         3.979669e-35           -1.219661e-34          -8.303435e-36          1.915094e-35      
   3.024957       9.776695         -2.554074e-37          -1.176108e-37          4.963779e-38           1.658173e-38      
   3.024957       10.084440        4.139772e-40           -1.603418e-40          -8.484618e-41          2.317731e-41      
   3.024957       10.389261        7.162478e-43           -2.668881e-43          -8.452569e-44          4.288589e-44      
   3.024957       10.690338        -2.999839e-45          -1.128978e-46          4.504431e-46           1.378524e-47      
   3.024957       10.986857        6.709958e-48           -1.393348e-48          -1.046977e-48          2.079167e-49      
   3.024957       11.278020        -1.208394e-50          2.432729e-51           1.890262e-51           -3.590672e-52     
   3.024957       11.563042        2.483728e-53           -1.623037e-54          -9.131175e-54          -1.539008e-54     
   3.024957       11.841155        -4.883913e-52          -1.741999e-52          1.759863e-51           6.215422e-52      
   3.024957       12.111608        -4.121933e-48          -1.500446e-48          7.031544e-48           2.559142e-48      
   3.024957       12.373673        -5.803413e-45          -2.168094e-45          9.321091e-45           3.482099e-45      
   3.024957       12.626644        -5.540336e-42          -2.107985e-42          8.681587e-42           3.303096e-42      
   3.024957       12.869837        -3.983438e-39          -1.532650e-39          6.148657e-39           2.365697e-39      
   3.024957       13.102598        -2.173871e-36          -8.406410e-37          3.318178e-36           1.283134e-36      
   3.024957       13.324299        -8.852936e-34          -3.424223e-34          1.338916e-33           5.178738e-34      
   3.024957       13.534343        -2.623822e-31          -1.011479e-31          3.936597e-31           1.517538e-31      
   3.024957       13.732162        -5.507064e-29          -2.111139e-29          8.203390e-29           3.144750e-29      
   3.024957       13.917225        -7.967337e-27          -3.034336e-27          1.179129e-26           4.490636e-27      
   3.024957       14.089032        -7.751236e-25          -2.933159e-25          1.140343e-24           4.315150e-25      
   3.024957       14.247120        -4.953391e-23          -1.863982e-23          7.247912e-23           2.727394e-23      
   3.024957       14.391062        -2.046827e-21          -7.669481e-22          2.980020e-21           1.116604e-21      
   3.024957       14.520471        -5.368873e-20          -2.005696e-20          7.781882e-20           2.907111e-20      
   3.024957       14.634998        -8.837437e-19          -3.292864e-19          1.275723e-18           4.753351e-19      
   3.024957       14.734334        -9.459830e-18          -3.521075e-18          1.360361e-17           5.063361e-18      
   3.024957       14.818211        -5.991996e-17          -2.226796e-17          8.592371e-17           3.193115e-17      
   3.024957       14.886403        -2.209070e-16          -8.177521e-17          3.160174e-16           1.169817e-16      
   3.024957       14.938727        -5.676424e-16          -2.090581e-16          8.098873e-16           2.982728e-16      
   3.024957       14.975043        -1.303855e-15          -4.779662e-16          1.855103e-15           6.800401e-16      
   3.024957       14.995261        -3.127732e-15          -1.143205e-15          4.441233e-15           1.623296e-15      
   3.061273       0.001185         1.747695e-05           -3.892431e-11          -7.339013e-04          4.615459e-10      
   3.061273       0.006239         1.748492e-05           -1.079393e-09          -7.339719e-04          1.279933e-08      
   3.061273       0.015318         1.755840e-05           -6.506188e-09          -7.343266e-04          7.716402e-08      
   3.061273       0.028399         1.774254e-05           -2.237635e-08          -7.353531e-04          2.653546e-07      
   3.061273       0.045447         1.815060e-05           -5.747055e-08          -7.376223e-04          6.802209e-07      
   3.061273       0.066417         1.891736e-05           -1.228042e-07          -7.418624e-04          1.455516e-06      
   3.061273       0.091251         2.020542e-05           -2.322318e-07          -7.489690e-04          2.762287e-06      
   3.061273       0.119882         2.221240e-05           -3.988113e-07          -7.600110e-04          4.796400e-06      
   3.061273       0.152235         2.517497e-05           -6.474980e-07          -7.762453e-04          7.786869e-06      
   3.061273       0.188220         2.937693e-05           -9.958118e-07          -7.991429e-04          1.202049e-05      
   3.061273       0.227742         3.516218e-05           -1.464046e-06          -8.304325e-04          1.784146e-05      
   3.061273       0.270694         4.295343e-05           -2.077841e-06          -8.721642e-04          2.566851e-05      
   3.061273       0.316959         5.327874e-05           -2.867617e-06          -9.267981e-04          3.601832e-05      
   3.061273       0.366414         6.680785e-05           -3.865009e-06          -9.973257e-04          4.953963e-05      
   3.061273       0.418925         8.440164e-05           -5.104672e-06          -1.087429e-03          6.706124e-05      
   3.061273       0.474351         1.071787e-04           -6.622981e-06          -1.201686e-03          8.965250e-05      
   3.061273       0.532541         1.366048e-04           -8.456503e-06          -1.345841e-03          1.187052e-04      
   3.061273       0.593339         1.746118e-04           -1.063987e-05          -1.527141e-03          1.560432e-04      
   3.061273       0.656582         2.237575e-04           -1.320073e-05          -1.754762e-03          2.040659e-04      
   3.061273       0.722098         2.874377e-04           -1.615209e-05          -2.040345e-03          2.659395e-04      
   3.061273       0.789711         3.701675e-04           -1.948016e-05          -2.398647e-03          3.458500e-04      
   3.061273       0.859239         4.779526e-04           -2.312519e-05          -2.848332e-03          4.493382e-04      
   3.061273       0.930495         6.187751e-04           -2.695282e-05          -3.412897e-03          5.837396e-04      
   3.061273       1.003286         8.032207e-04           -3.071417e-05          -4.121720e-03          7.587533e-04      
   3.061273       1.077416         1.045278e-03           -3.399199e-05          -5.011188e-03          9.871653e-04      
   3.061273       1.152685         1.363334e-03           -3.613203e-05          -6.125815e-03          1.285755e-03      
   3.061273       1.228890         1.781389e-03           -3.615998e-05          -7.519176e-03          1.676406e-03      
   3.061273       1.305826         2.330475e-03           -3.268947e-05          -9.254424e-03          2.187440e-03      
   3.061273       1.383286         3.050254e-03           -2.383833e-05          -1.140401e-02          2.855124e-03      
   3.061273       1.461060         3.990680e-03           -7.187459e-06          -1.404819e-02          3.725278e-03      
   3.061273       1.538940         5.213547e-03           2.016343e-05           -1.727165e-02          4.854810e-03      
   3.061273       1.616714         6.793648e-03           6.136570e-05           -2.115796e-02          6.312929e-03      
   3.061273       1.694174         8.819129e-03           1.193173e-04           -2.578104e-02          8.181663e-03      
   3.061273       1.771110         1.139054e-02           1.957604e-04           -3.119400e-02          1.055517e-02      
   3.061273       1.847315         1.461802e-02           2.898591e-04           -3.741545e-02          1.353719e-02      
   3.061273       1.922584         1.861607e-02           3.961837e-04           -4.441485e-02          1.723603e-02      
   3.061273       1.996714         2.349563e-02           5.021553e-04           -5.209893e-02          2.175669e-02      
   3.061273       2.069505         2.935347e-02           5.851905e-04           -6.030226e-02          2.719010e-02      
   3.061273       2.140761         3.625948e-02           6.100083e-04           -6.878517e-02          3.359987e-02      
   3.061273       2.210289         4.424317e-02           5.267742e-04           -7.724199e-02          4.100790e-02      
   3.061273       2.277902         5.328123e-02           2.709244e-04           -8.532098e-02          4.938072e-02      
   3.061273       2.343418         6.328836e-02           -2.344788e-04          -9.265521e-02          5.861952e-02      
   3.061273       2.406661         7.411379e-02           -1.073269e-03          -9.890047e-02          6.855636e-02      
   3.061273       2.467459         8.554495e-02           -2.327574e-03          -1.037745e-01          7.895910e-02      
   3.061273       2.525649         9.731893e-02           -4.066919e-03          -1.070904e-01          8.954540e-02      
   3.061273       2.581075         1.091409e-01           -6.336651e-03          -1.087770e-01          1.000049e-01      
   3.061273       2.633586         1.207070e-01           -9.147808e-03          -1.088841e-01          1.100271e-01      
   3.061273       2.683041         1.317295e-01           -1.247062e-02          -1.075699e-01          1.193295e-01      
   3.061273       2.729306         1.419587e-01           -1.623325e-02          -1.050754e-01          1.276840e-01      
   3.061273       2.772258         1.512011e-01           -2.032642e-02          -1.016916e-01          1.349345e-01      
   3.061273       2.811780         1.593297e-01           -2.461321e-02          -9.772484e-02          1.410053e-01      
   3.061273       2.847765         1.662868e-01           -2.894222e-02          -9.346838e-02          1.458992e-01      
   3.061273       2.880118         1.720792e-01           -3.316153e-02          -8.918140e-02          1.496870e-01      
   3.061273       2.908749         1.767675e-01           -3.713103e-02          -8.507777e-02          1.524912e-01      
   3.061273       2.933583         1.804522e-01           -4.073118e-02          -8.132325e-02          1.544664e-01      
   3.061273       2.954553         1.832572e-01           -4.386742e-02          -7.803869e-02          1.557810e-01      
   3.061273       2.971601         1.853145e-01           -4.647057e-02          -7.530704e-02          1.565999e-01      
   3.061273       2.984682         1.867493e-01           -4.849394e-02          -7.318174e-02          1.570713e-01      
   3.061273       2.993761         1.876688e-01           -4.990875e-02          -7.169484e-02          1.573166e-01      
   3.061273       2.998815         1.881529e-01           -5.069941e-02          -7.086363e-02          1.574238e-01      
   3.061273       3.004739         1.886945e-01           -5.162835e-02          -6.988678e-02          1.575223e-01      
   3.061273       3.024957         1.903272e-01           -5.481018e-02          -6.653831e-02          1.576365e-01      
   3.061273       3.061273         1.923817e-01           -6.051566e-02          -6.051566e-02          1.569639e-01      
   3.061273       3.113597         1.932187e-01           -6.847937e-02          -5.200310e-02          1.539909e-01      
   3.061273       3.181789         1.903073e-01           -7.775810e-02          -4.160613e-02          1.466602e-01      
   3.061273       3.265666         1.804149e-01           -8.616683e-02          -3.049458e-02          1.328766e-01      
   3.061273       3.365002         1.604833e-01           -9.001436e-02          -2.022242e-02          1.115594e-01      
   3.061273       3.479529         1.294857e-01           -8.505047e-02          -1.213896e-02          8.399774e-02      
