#       k             kp                 V11                    V12                    V21                    V22          
   0.316959       3.479529         -2.615271e-05          3.410828e-05           7.730675e-08           3.659274e-07      
   0.316959       3.608938         -7.957170e-06          9.945381e-06           1.022892e-07           -6.786367e-08     
   0.316959       3.752880         -7.250698e-07          2.545933e-08           5.163153e-08           -6.968942e-08     
   0.316959       3.910968         5.059776e-07           -1.228396e-06          1.391790e-08           -2.136531e-08     
   0.316959       4.082775         2.322526e-07           -5.172716e-07          1.274202e-09           -2.227977e-09     
   0.316959       4.267838         3.525510e-08           -1.047118e-07          -4.049698e-10          5.876560e-10      
   0.316959       4.465657         -2.167577e-09          -8.932830e-09          -1.461990e-10          2.595952e-10      
   0.316959       4.675701         -1.468713e-09          4.458213e-10           -1.389995e-11          4.122663e-11      
   0.316959       4.897402         -1.501956e-10          1.327526e-10           1.283521e-12           2.576761e-12      
   0.316959       5.130163         5.292519e-12           -4.602198e-13          3.490900e-13           -5.069216e-14     
   0.316959       5.373356         1.490387e-12           -1.657218e-12          1.541069e-14           -7.250413e-15     
   0.316959       5.626327         1.109866e-14           -1.142750e-13          -1.135923e-15          1.114143e-15      
   0.316959       5.888392         -5.707660e-15          -1.478340e-15          -7.808795e-17          1.300038e-16      
   0.316959       6.158845         -8.649908e-17          -3.355565e-17          1.834271e-18           3.889630e-18      
   0.316959       6.436958         6.782178e-18           -7.373142e-18          1.388752e-19           3.305572e-20      
   0.316959       6.721980         2.300456e-21           -1.934470e-19          -7.630240e-22          1.693532e-21      
   0.316959       7.013143         -3.798638e-21          -7.870377e-22          -5.864399e-23          7.145315e-23      
   0.316959       7.309662         2.827607e-23           -2.468450e-23          4.678222e-25           6.727948e-25      
   0.316959       7.610739         3.765422e-25           -5.385279e-25          8.468767e-27           9.861392e-28      
   0.316959       7.915560         -6.076729e-27          -4.212943e-28          -7.655397e-29          3.725572e-29      
   0.316959       8.223305         2.149463e-29           -1.699047e-30          -2.008281e-31          3.039581e-31      
   0.316959       8.533144         8.847405e-32           -7.284130e-32          3.325476e-33           -4.360028e-34     
   0.316959       8.844241         -9.780694e-34          1.801149e-34           -5.976463e-36          -1.464726e-36     
   0.316959       9.155759         3.361846e-36           -1.960654e-37          -3.064598e-38          1.238250e-38      
   0.316959       9.466856         -3.564687e-39          -1.955153e-39          1.262061e-40           1.063531e-41      
   0.316959       9.776695         -8.861393e-42          2.603482e-42           -1.069703e-43          -3.002029e-44     
   0.316959       10.084440        3.758786e-44           -2.047701e-45          -2.866447e-46          5.777649e-47      
   0.316959       10.389261        -5.445966e-47          -4.630667e-48          7.302438e-49           4.037513e-50      
   0.316959       10.690338        2.332303e-50           7.056634e-51           -4.375831e-52          -1.045417e-52     
   0.316959       10.986857        5.423329e-53           -1.536139e-53          -1.430097e-54          1.294525e-55      
   0.316959       11.278020        -3.815368e-51          -1.204438e-51          -2.180602e-52          -6.884281e-53     
   0.316959       11.563042        -1.081475e-48          -3.605422e-49          -6.189295e-50          -2.063403e-50     
   0.316959       11.841155        9.928206e-46           3.493602e-46           5.661541e-47           1.992232e-47      
   0.316959       12.111608        2.339212e-42           8.511696e-43           1.335488e-43           4.859448e-44      
   0.316959       12.373673        2.838705e-39           1.060389e-39           1.621076e-40           6.055475e-41      
   0.316959       12.626644        2.535536e-36           9.646676e-37           1.448135e-37           5.509559e-38      
   0.316959       12.869837        1.746879e-33           6.720982e-34           9.977912e-35           3.838925e-35      
   0.316959       13.102598        9.228793e-31           3.568704e-31           5.271710e-32           2.038530e-32      
   0.316959       13.324299        3.658556e-28           1.415060e-28           2.089978e-29           8.083638e-30      
   0.316959       13.534343        1.059319e-25           4.083576e-26           6.051758e-27           2.332896e-27      
   0.316959       13.732162        2.177891e-23           8.348805e-24           1.244261e-24           4.769795e-25      
   0.316959       13.917225        3.093068e-21           1.177962e-21           1.767192e-22           6.730165e-23      
   0.316959       14.089032        2.959422e-19           1.119857e-19           1.690903e-20           6.398445e-21      
   0.316959       14.247120        1.863101e-17           7.010789e-18           1.064545e-18           4.005850e-19      
   0.316959       14.391062        7.595142e-16           2.845844e-16           4.339889e-17           1.626125e-17      
   0.316959       14.520471        1.968578e-14           7.354024e-15           1.124887e-15           4.202243e-16      
   0.316959       14.634998        3.205934e-13           1.194522e-13           1.831989e-14           6.825940e-15      
   0.316959       14.734334        3.398745e-12           1.265018e-12           1.942220e-13           7.228974e-14      
   0.316959       14.818211        2.136847e-11           7.940876e-12           1.221131e-12           4.537925e-13      
   0.316959       14.886403        7.829735e-11           2.898336e-11           4.474481e-12           1.656321e-12      
   0.316959       14.938727        2.000020e-10           7.365788e-11           1.142976e-11           4.209419e-12      
   0.316959       14.975043        4.566837e-10           1.674091e-10           2.609925e-11           9.567345e-12      
   0.316959       14.995261        1.090096e-09           3.984343e-10           6.229995e-11           2.277088e-11      
   0.366414       0.001185         -2.214533e+00          -2.961864e-06          -3.941355e-01          3.759265e-07      
   0.366414       0.006239         -2.214495e+00          -8.213413e-05          -3.940823e-01          1.042465e-05      
   0.366414       0.015318         -2.214207e+00          -4.950836e-04          -3.938111e-01          6.283783e-05      
   0.366414       0.028399         -2.213423e+00          -1.701874e-03          -3.930211e-01          2.157731e-04      
   0.366414       0.045447         -2.211696e+00          -4.355085e-03          -3.912886e-01          5.503573e-04      
   0.366414       0.066417         -2.208479e+00          -9.280599e-03          -3.880856e-01          1.167368e-03      
   0.366414       0.091251         -2.203119e+00          -1.745616e-02          -3.828106e-01          2.179747e-03      
   0.366414       0.119882         -2.194869e+00          -2.997092e-02          -3.748389e-01          3.700428e-03      
   0.366414       0.152235         -2.182912e+00          -4.796539e-02          -3.635926e-01          5.825586e-03      
   0.366414       0.188220         -2.166384e+00          -7.255646e-02          -3.486280e-01          8.613638e-03      
   0.366414       0.227742         -2.144413e+00          -1.047341e-01          -3.297303e-01          1.206227e-02      
   0.366414       0.270694         -2.116164e+00          -1.452451e-01          -3.069980e-01          1.608823e-02      
   0.366414       0.316959         -2.080882e+00          -1.944590e-01          -2.808933e-01          2.051624e-02      
   0.366414       0.366414         -2.037953e+00          -2.522369e-01          -2.522369e-01          2.508355e-02      
   0.366414       0.418925         -1.986947e+00          -3.178293e-01          -2.221327e-01          2.946496e-02      
   0.366414       0.474351         -1.927656e+00          -3.898252e-01          -1.918298e-01          3.331762e-02      
   0.366414       0.532541         -1.860112e+00          -4.661818e-01          -1.625479e-01          3.633773e-02      
   0.366414       0.593339         -1.784574e+00          -5.443480e-01          -1.353110e-01          3.831466e-02      
   0.366414       0.656582         -1.701498e+00          -6.214678e-01          -1.108328e-01          3.916518e-02      
   0.366414       0.722098         -1.611496e+00          -6.946295e-01          -8.947902e-02          3.893625e-02      
   0.366414       0.789711         -1.515296e+00          -7.611037e-01          -7.130557e-02          3.777637e-02      
   0.366414       0.859239         -1.413726e+00          -8.185263e-01          -5.614210e-02          3.588886e-02      
   0.366414       0.930495         -1.307711e+00          -8.650004e-01          -4.368596e-02          3.348675e-02      
   0.366414       1.003286         -1.198292e+00          -8.991281e-01          -3.357927e-02          3.076383e-02      
   0.366414       1.077416         -1.086647e+00          -9.199991e-01          -2.546029e-02          2.788388e-02      
   0.366414       1.152685         -9.741029e-01          -9.271655e-01          -1.899323e-02          2.497998e-02      
   0.366414       1.228890         -8.621335e-01          -9.206189e-01          -1.388349e-02          2.215524e-02      
   0.366414       1.305826         -7.523318e-01          -9.007739e-01          -9.882738e-03          1.948250e-02      
   0.366414       1.383286         -6.463556e-01          -8.684565e-01          -6.786337e-03          1.700634e-02      
   0.366414       1.461060         -5.458481e-01          -8.248896e-01          -4.426433e-03          1.474897e-02      
   0.366414       1.538940         -4.523406e-01          -7.716684e-01          -2.664325e-03          1.271756e-02      
   0.366414       1.616714         -3.671487e-01          -7.107149e-01          -1.384368e-03          1.090942e-02      
   0.366414       1.694174         -2.912767e-01          -6.442020e-01          -4.894533e-04          9.314484e-03      
   0.366414       1.771110         -2.253421e-01          -5.744478e-01          1.025894e-04           7.917146e-03      
   0.366414       1.847315         -1.695345e-01          -5.037862e-01          4.618184e-04           6.698853e-03      
   0.366414       1.922584         -1.236163e-01          -4.344273e-01          6.479797e-04           5.640762e-03      
   0.366414       1.996714         -8.696412e-02          -3.683240e-01          7.113615e-04           4.725288e-03      
   0.366414       2.069505         -5.864838e-02          -3.070618e-01          6.931909e-04           3.936467e-03      
   0.366414       2.140761         -3.753453e-02          -2.517860e-01          6.260555e-04           3.259884e-03      
   0.366414       2.210289         -2.239338e-02          -2.031756e-01          5.345481e-04           2.682646e-03      
   0.366414       2.277902         -1.200369e-02          -1.614644e-01          4.361344e-04           2.193336e-03      
   0.366414       2.343418         -5.235314e-03          -1.264997e-01          3.422024e-04           1.781785e-03      
   0.366414       2.406661         -1.105557e-03          -9.782936e-02          2.592444e-04           1.438729e-03      
   0.366414       2.467459         1.192501e-03           -7.479870e-02          1.900870e-04           1.155540e-03      
   0.366414       2.525649         2.286269e-03           -5.664479e-02          1.350521e-04           9.241017e-04      
   0.366414       2.581075         2.638121e-03           -4.257743e-02          9.294760e-05           7.368283e-04      
   0.366414       2.633586         2.570700e-03           -3.184038e-02          6.183157e-05           5.867311e-04      
   0.366414       2.683041         2.296405e-03           -2.375150e-02          3.954369e-05           4.674943e-04      
   0.366414       2.729306         1.946063e-03           -1.772386e-02          2.403391e-05           3.735291e-04      
   0.366414       2.772258         1.593762e-03           -1.327154e-02          1.353278e-05           2.999974e-04      
   0.366414       2.811780         1.276522e-03           -1.000506e-02          6.611292e-06           2.428023e-04      
   0.366414       2.847765         1.008770e-03           -7.620549e-03          2.172749e-06           1.985483e-04      
   0.366414       2.880118         7.922881e-04           -5.886292e-03          -5.906719e-07          1.644776e-04      
   0.366414       2.908749         6.226182e-04           -4.628978e-03          -2.254037e-06          1.383915e-04      
   0.366414       2.933583         4.929030e-04           -3.721116e-03          -3.214964e-06          1.185678e-04      
   0.366414       2.954553         3.960118e-04           -3.070344e-03          -3.741428e-06          1.036818e-04      
   0.366414       2.971601         3.255894e-04           -2.610811e-03          -4.009786e-06          9.273381e-05      
   0.366414       2.984682         2.764829e-04           -2.296539e-03          -4.133252e-06          8.498986e-05      
   0.366414       2.993761         2.448423e-04           -2.096519e-03          -4.182139e-06          7.993294e-05      
   0.366414       2.998815         2.280738e-04           -1.991247e-03          -4.197508e-06          7.722634e-05      
   0.366414       3.004739         2.091757e-04           -1.873176e-03          -4.205515e-06          7.415023e-05      
   0.366414       3.024957         1.506198e-04           -1.510704e-03          -4.160784e-06          6.440006e-05      
   0.366414       3.061273         6.680785e-05           -9.973257e-04          -3.865009e-06          4.953963e-05      
   0.366414       3.113597         -1.287968e-05          -5.014959e-04          -3.159347e-06          3.320459e-05      
   0.366414       3.181789         -6.249449e-05          -1.504052e-04          -2.112750e-06          1.886345e-05      
   0.366414       3.265666         -7.243911e-05          1.961513e-05           -1.029812e-06          8.661821e-06      
   0.366414       3.365002         -5.347327e-05          5.538694e-05           -2.482043e-07          2.920907e-06      
   0.366414       3.479529         -2.683238e-05          3.404914e-05           1.007106e-07           5.294556e-07      
   0.366414       3.608938         -8.316622e-06          1.019341e-05           1.381131e-07           -8.335778e-08     
   0.366414       3.752880         -8.297468e-07          1.103638e-07           7.038853e-08           -9.324029e-08     
   0.366414       3.910968         4.958623e-07           -1.231065e-06          1.913419e-08           -2.901139e-08     
   0.366414       4.082775         2.361581e-07           -5.279888e-07          1.800237e-09           -3.078416e-09     
   0.366414       4.267838         3.677074e-08           -1.085113e-07          -5.412534e-10          7.890556e-10      
   0.366414       4.465657         -2.019393e-09          -9.604259e-09          -1.990982e-10          3.532563e-10      
   0.366414       4.675701         -1.491855e-09          3.857034e-10           -1.919642e-11          5.649687e-11      
   0.366414       4.897402         -1.568215e-10          1.305870e-10           1.714599e-12           3.581784e-12      
   0.366414       5.130163         4.901888e-12           -6.834565e-13          4.761608e-13           -6.314575e-14     
   0.366414       5.373356         1.513315e-12           -1.725261e-12          2.138523e-14           -9.710059e-15     
   0.366414       5.626327         1.317077e-14           -1.216436e-13          -1.530024e-15          1.523021e-15      
   0.366414       5.888392         -5.806265e-15          -1.824850e-15          -1.071225e-16          1.784745e-16      
   0.366414       6.158845         -9.445650e-17          -4.391217e-17          2.461602e-18           5.394906e-18      
   0.366414       6.436958         6.818400e-18           -7.809690e-18          1.904628e-19           4.733780e-20      
   0.366414       6.721980         6.014151e-21           -2.079925e-19          -9.998824e-22          2.340039e-21      
   0.366414       7.013143         -3.883412e-21          -1.001707e-21          -8.047844e-23          9.840652e-23      
   0.366414       7.309662         2.747228e-23           -2.690562e-23          6.315169e-25           9.355617e-25      
   0.366414       7.610739         3.934155e-25           -5.695512e-25          1.167949e-26           1.443316e-27      
   0.366414       7.915560         -6.136656e-27          -6.096307e-28          -1.045374e-28          5.135695e-29      
   0.366414       8.223305         2.107524e-29           -2.044814e-30          -2.800637e-31          4.199423e-31      
   0.366414       8.533144         9.282319e-32           -7.476655e-32          4.566943e-33           -5.906929e-34     
   0.366414       8.844241         -9.966826e-34          1.799363e-34           -8.156160e-36          -2.017073e-36     
   0.366414       9.155759         3.415325e-36           -2.066536e-37          -4.217530e-38          1.703125e-38      
   0.366414       9.466856         -3.544922e-39          -2.067017e-39          1.728981e-40           1.487993e-41      
   0.366414       9.776695         -9.431940e-42          2.668834e-42           -1.451916e-43          -4.112769e-44     
   0.366414       10.084440        3.926288e-44           -2.110964e-45          -3.956999e-46          7.923922e-47      
   0.366414       10.389261        -5.604157e-47          -4.945880e-48          9.997643e-49           5.616368e-50      
   0.366414       10.690338        2.160463e-50           7.338455e-51           -5.866468e-52          -1.433324e-52     
   0.366414       10.986857        6.604686e-53           -1.521061e-53          -1.767096e-54          2.452596e-55      
   0.366414       11.278020        -2.071783e-51          -6.539855e-52          -1.829064e-52          -5.774546e-53     
   0.366414       11.563042        -5.897837e-49          -1.966275e-49          -5.210924e-50          -1.737273e-50     
   0.366414       11.841155        5.349253e-46           1.882369e-46           4.717243e-47           1.659974e-47      
   0.366414       12.111608        1.265354e-42           4.604256e-43           1.116538e-43           4.062760e-44      
   0.366414       12.373673        1.536910e-39           5.741078e-40           1.356336e-40           5.066550e-41      
   0.366414       12.626644        1.373381e-36           5.225154e-37           1.212097e-37           4.611535e-38      
   0.366414       12.869837        9.464869e-34           3.641537e-34           8.353704e-35           3.214024e-35      
   0.366414       13.102598        5.001489e-31           1.934038e-31           4.414461e-32           1.707039e-32      
   0.366414       13.324299        1.983130e-28           7.670371e-29           1.750416e-29           6.770277e-30      
   0.366414       13.534343        5.743088e-26           2.213907e-26           5.069273e-27           1.954158e-27      
   0.366414       13.732162        1.180931e-23           4.527023e-24           1.042399e-24           3.995969e-25      
   0.366414       13.917225        1.677418e-21           6.388275e-22           1.480673e-22           5.638989e-23      
   0.366414       14.089032        1.605157e-19           6.073981e-20           1.416911e-20           5.361651e-21      
   0.366414       14.247120        1.010650e-17           3.803044e-18           8.921390e-19           3.357092e-19      
   0.366414       14.391062        4.120502e-16           1.543922e-16           3.637375e-17           1.362898e-17      
   0.366414       14.520471        1.068100e-14           3.990108e-15           9.428776e-16           3.522312e-16      
   0.366414       14.634998        1.739621e-13           6.481782e-14           1.535687e-14           5.721929e-15      
   0.366414       14.734334        1.844417e-12           6.864952e-13           1.628213e-13           6.060236e-14      
   0.366414       14.818211        1.159699e-11           4.309636e-12           1.023765e-12           3.804481e-13      
   0.366414       14.886403        4.249522e-11           1.573048e-11           3.751441e-12           1.388673e-12      
   0.366414       14.938727        1.085543e-10           3.997904e-11           9.583177e-12           3.529350e-12      
   0.366414       14.975043        2.478919e-10           9.087119e-11           2.188406e-11           8.022164e-12      
   0.366414       14.995261        5.918267e-10           2.163152e-10           5.224518e-11           1.909583e-11      
   0.418925       0.001185         -2.145575e+00          -2.533389e-06          -4.805869e-01          4.332353e-07      
   0.418925       0.006239         -2.145542e+00          -7.025228e-05          -4.805275e-01          1.201386e-05      
   0.418925       0.015318         -2.145286e+00          -4.234628e-04          -4.802247e-01          7.241526e-05      
   0.418925       0.028399         -2.144595e+00          -1.455841e-03          -4.793426e-01          2.486904e-04      
   0.418925       0.045447         -2.143070e+00          -3.727165e-03          -4.774075e-01          6.344234e-04      
   0.418925       0.066417         -2.140228e+00          -7.947389e-03          -4.738268e-01          1.345969e-03      
   0.418925       0.091251         -2.135490e+00          -1.496255e-02          -4.679210e-01          2.514237e-03      
   0.418925       0.119882         -2.128185e+00          -2.572666e-02          -4.589749e-01          4.271088e-03      
   0.418925       0.152235         -2.117575e+00          -4.125863e-02          -4.463099e-01          6.730829e-03      
   0.418925       0.188220         -2.102866e+00          -6.258929e-02          -4.293759e-01          9.967215e-03      
   0.418925       0.227742         -2.083237e+00          -9.068350e-02          -4.078531e-01          1.398838e-02      
   0.418925       0.270694         -2.057872e+00          -1.263487e-01          -3.817492e-01          1.871481e-02      
   0.418925       0.316959         -2.026001e+00          -1.701198e-01          -3.514688e-01          2.396639e-02      
   0.418925       0.366414         -1.986947e+00          -2.221327e-01          -3.178293e-01          2.946496e-02      
   0.418925       0.418925         -1.940175e+00          -2.820078e-01          -2.820078e-01          3.485619e-02      
   0.418925       0.474351         -1.885340e+00          -3.487593e-01          -2.454131e-01          3.975069e-02      
   0.418925       0.532541         -1.822321e+00          -4.207659e-01          -2.095044e-01          4.377885e-02      
   0.418925       0.593339         -1.751233e+00          -4.958251e-01          -1.755948e-01          4.664888e-02      
   0.418925       0.656582         -1.672416e+00          -5.712980e-01          -1.446894e-01          4.819434e-02      
   0.418925       0.722098         -1.586406e+00          -6.443265e-01          -1.173980e-01          4.839771e-02      
   0.418925       0.789711         -1.493897e+00          -7.120802e-01          -9.393779e-02          4.738113e-02      
   0.418925       0.859239         -1.395708e+00          -7.719795e-01          -7.420829e-02          4.536600e-02      
   0.418925       0.930495         -1.292775e+00          -8.218560e-01          -5.790169e-02          4.261588e-02      
   0.418925       1.003286         -1.186151e+00          -8.600345e-01          -4.460764e-02          3.938492e-02      
   0.418925       1.077416         -1.077023e+00          -8.853527e-01          -3.388970e-02          3.588952e-02      
   0.418925       1.152685         -9.667214e-01          -8.971470e-01          -2.533070e-02          3.230413e-02      
   0.418925       1.228890         -8.567196e-01          -8.952300e-01          -1.855597e-02          2.876749e-02      
   0.418925       1.305826         -7.486061e-01          -8.798723e-01          -1.324350e-02          2.538544e-02      
   0.418925       1.383286         -6.440352e-01          -8.517870e-01          -9.125116e-03          2.222877e-02      
   0.418925       1.461060         -5.446522e-01          -8.121119e-01          -5.980570e-03          1.933477e-02      
   0.418925       1.538940         -4.519987e-01          -7.623796e-01          -3.628071e-03          1.671626e-02      
   0.418925       1.616714         -3.674102e-01          -7.044686e-01          -1.915482e-03          1.437267e-02      
   0.418925       1.694174         -2.919188e-01          -6.405270e-01          -7.142826e-04          1.229569e-02      
   0.418925       1.771110         -2.261778e-01          -5.728678e-01          8.443212e-05           1.046992e-02      
   0.418925       1.847315         -1.704168e-01          -5.038386e-01          5.731787e-04           8.873886e-03      
   0.418925       1.922584         -1.244394e-01          -4.356807e-01          8.306911e-04           7.483832e-03      
   0.418925       1.996714         -8.766188e-02          -3.703922e-01          9.234491e-04           6.277502e-03      
   0.418925       2.069505         -5.918838e-02          -3.096142e-01          9.062423e-04           5.235390e-03      
   0.418925       2.140761         -3.791120e-02          -2.545538e-01          8.225078e-04           4.339995e-03      
   0.418925       2.210289         -2.262001e-02          -2.059534e-01          7.050435e-04           3.575120e-03      
   0.418925       2.277902         -1.210486e-02          -1.641063e-01          5.771864e-04           2.925925e-03      
   0.418925       2.343418         -5.240293e-03          -1.289129e-01          4.542612e-04           2.379101e-03      
   0.418925       2.406661         -1.043332e-03          -9.996485e-02          3.451380e-04           1.922648e-03      
   0.418925       2.467459         1.296423e-03           -7.664087e-02          2.538095e-04           1.545427e-03      
   0.418925       2.525649         2.411464e-03           -5.820185e-02          1.808935e-04           1.236884e-03      
   0.418925       2.581075         2.769598e-03           -4.387262e-02          1.249424e-04           9.870401e-04      
   0.418925       2.633586         2.698444e-03           -3.290493e-02          8.347056e-05           7.866400e-04      
   0.418925       2.683041         2.414485e-03           -2.461945e-02          5.367288e-05           6.273068e-04      
   0.418925       2.729306         2.051615e-03           -1.842846e-02          3.286846e-05           5.016306e-04      
   0.418925       2.772258         1.686030e-03           -1.384319e-02          1.873172e-05           4.031981e-04      
   0.418925       2.811780         1.356067e-03           -1.047025e-02          9.376314e-06           3.265737e-04      
   0.418925       2.847765         1.076876e-03           -8.001639e-03          3.348687e-06           2.672448e-04      
   0.418925       2.880118         8.505537e-04           -6.201691e-03          -4.258797e-07          2.215393e-04      
   0.418925       2.908749         6.726962e-04           -4.893592e-03          -2.715085e-06          1.865251e-04      
   0.418925       2.933583         5.363600e-04           -3.946904e-03          -4.051439e-06          1.599031e-04      
   0.418925       2.954553         4.342622e-04           -3.266877e-03          -4.794924e-06          1.399027e-04      
   0.418925       2.971601         3.598796e-04           -2.785793e-03          -5.183159e-06          1.251874e-04      
   0.418925       2.984682         3.079043e-04           -2.456269e-03          -5.369136e-06          1.147752e-04      
   0.418925       2.993761         2.743601e-04           -2.246289e-03          -5.448151e-06          1.079741e-04      
   0.418925       2.998815         2.565630e-04           -2.135688e-03          -5.475999e-06          1.043334e-04      
   0.418925       3.004739         2.364877e-04           -2.011562e-03          -5.494990e-06          1.001951e-04      
   0.418925       3.024957         1.741437e-04           -1.629916e-03          -5.461286e-06          8.707392e-05      
   0.418925       3.061273         8.440164e-05           -1.087429e-03          -5.104672e-06          6.706124e-05      
   0.418925       3.113597         -1.976438e-06          -5.599413e-04          -4.200894e-06          4.503558e-05      
   0.418925       3.181789         -5.747918e-05          -1.817141e-04          -2.830319e-06          2.566251e-05      
   0.418925       3.265666         -7.135283e-05          6.715019e-06           -1.394140e-06          1.184444e-05      
   0.418925       3.365002         -5.411480e-05          5.194894e-05           -3.468586e-07          4.036592e-06      
   0.418925       3.479529         -2.766227e-05          3.388232e-05           1.271191e-07           7.598993e-07      
   0.418925       3.608938         -8.767341e-06          1.048533e-05           1.827349e-07           -9.631975e-08     
   0.418925       3.752880         -9.639367e-07          2.163754e-07           9.425565e-08           -1.218857e-07     
   0.418925       3.910968         4.819072e-07           -1.233469e-06          2.588766e-08           -3.864617e-08     
   0.418925       4.082775         2.408147e-07           -5.412084e-07          2.515478e-09           -4.187640e-09     
   0.418925       4.267838         3.866672e-08           -1.132853e-07          -7.067744e-10          1.037132e-09      
   0.418925       4.465657         -1.826366e-09          -1.046101e-08          -2.662477e-10          4.720684e-10      
   0.418925       4.675701         -1.519677e-09          3.069175e-10           -2.611295e-11          7.615450e-11      
   0.418925       4.897402         -1.651416e-10          1.274884e-10           2.237969e-12           4.912335e-12      
   0.418925       5.130163         4.391557e-12           -9.868087e-13          6.380800e-13           -7.447685e-14     
   0.418925       5.373356         1.540466e-12           -1.812033e-12          2.926365e-14           -1.269427e-14     
   0.418925       5.626327         1.578614e-14           -1.310667e-13          -2.017870e-15          2.047830e-15      
   0.418925       5.888392         -5.926125e-15          -2.274879e-15          -1.445452e-16          2.411462e-16      
   0.418925       6.158845         -1.045435e-16          -5.753751e-17          3.231817e-18           7.381499e-18      
   0.418925       6.436958         6.854771e-18           -8.373462e-18          2.569518e-19           6.730130e-20      
   0.418925       6.721980         1.068969e-20           -2.267041e-19          -1.271358e-21          3.188718e-21      
   0.418925       7.013143         -3.987266e-21          -1.281938e-21          -1.086487e-22          1.334905e-22      
   0.418925       7.309662         2.642202e-23           -2.981619e-23          8.351521e-25           1.284187e-24      
   0.418925       7.610739         4.143462e-25           -6.094548e-25          1.586486e-26           2.104711e-27      
   0.418925       7.915560         -6.206595e-27          -8.550759e-28          -1.402654e-28          6.975515e-29      
   0.418925       8.223305         2.053320e-29           -2.513327e-30          -3.856922e-31          5.718316e-31      
   0.418925       8.533144         9.820260e-32           -7.719305e-32          6.171979e-33           -7.844425e-34     
   0.418925       8.844241         -1.019548e-33          1.795787e-34           -1.093391e-35          -2.735888e-36     
   0.418925       9.155759         3.482245e-36           -2.207555e-37          -5.716324e-38          2.306488e-38      
   0.418925       9.466856         -3.519606e-39          -2.210724e-39          2.329870e-40           2.058444e-41      
   0.418925       9.776695         -1.015792e-41          2.750622e-42           -1.933251e-43          -5.542875e-44     
   0.418925       10.084440        4.139595e-44           -2.192769e-45          -5.384114e-46          1.069332e-46      
   0.418925       10.389261        -5.803187e-47          -5.351091e-48          1.346244e-48           7.714012e-50      
   0.418925       10.690338        1.932349e-50           7.696093e-51           -7.687788e-52          -1.933576e-52     
   0.418925       10.986857        7.855349e-53           -1.584410e-53          -2.259763e-54          3.856313e-55      
   0.418925       11.278020        -1.272303e-51          -4.015827e-52          -1.556816e-52          -4.915147e-53     
   0.418925       11.563042        -3.642110e-49          -1.214284e-49          -4.457139e-50          -1.486015e-50     
   0.418925       11.841155        3.251476e-46           1.144206e-46           3.979578e-47           1.400427e-47      
   0.418925       12.111608        7.731601e-43           2.813314e-43           9.462364e-44           3.443090e-44      
   0.418925       12.373673        9.401809e-40           3.512020e-40           1.150621e-40           4.298112e-41      
   0.418925       12.626644        8.406336e-37           3.198269e-37           1.028776e-37           3.914076e-38      
   0.418925       12.869837        5.795632e-34           2.229826e-34           7.092665e-35           2.728850e-35      
   0.418925       13.102598        3.063510e-31           1.184637e-31           3.749065e-32           1.449735e-32      
   0.418925       13.324299        1.215024e-28           4.699485e-29           1.486907e-29           5.751075e-30      
   0.418925       13.534343        3.519491e-26           1.356731e-26           4.306992e-27           1.660306e-27      
   0.418925       13.732162        7.238523e-24           2.774842e-24           8.858080e-25           3.395689e-25      
   0.418925       13.917225        1.028371e-21           3.916448e-22           1.258448e-22           4.792669e-23      
   0.418925       14.089032        9.842437e-20           3.724420e-20           1.204435e-20           4.557633e-21      
   0.418925       14.247120        6.198063e-18           2.332313e-18           7.584593e-19           2.854060e-19      
   0.418925       14.391062        2.527379e-16           9.469914e-17           3.092733e-17           1.158825e-17      
   0.418925       14.520471        6.552265e-15           2.447734e-15           8.017869e-16           2.995241e-16      
   0.418925       14.634998        1.067301e-13           3.976739e-14           1.306023e-14           4.866208e-15      
   0.418925       14.734334        1.131734e-12           4.212337e-13           1.384850e-13           5.154440e-14      
   0.418925       14.818211        7.116574e-12           2.644641e-12           8.708134e-13           3.236091e-13      
   0.418925       14.886403        2.607916e-11           9.653751e-12           3.191145e-12           1.181269e-12      
   0.418925       14.938727        6.662347e-11           2.453652e-11           8.152316e-12           3.002386e-12      
   0.418925       14.975043        1.521555e-10           5.577658e-11           1.861814e-11           6.824964e-12      
   0.418925       14.995261        3.633460e-10           1.328046e-10           4.445571e-11           1.624876e-11      
   0.474351       0.001185         -2.068475e+00          -2.126842e-06          -5.692475e-01          4.760864e-07      
   0.474351       0.006239         -2.068448e+00          -5.897853e-05          -5.691839e-01          1.320215e-05      
   0.474351       0.015318         -2.068222e+00          -3.555074e-04          -5.688597e-01          7.957721e-05      
   0.474351       0.028399         -2.067618e+00          -1.222291e-03          -5.679153e-01          2.733387e-04      
   0.474351       0.045447         -2.066285e+00          -3.130672e-03          -5.658427e-01          6.975245e-04      
   0.474351       0.066417         -2.063799e+00          -6.679470e-03          -5.620038e-01          1.480515e-03      
   0.474351       0.091251         -2.059650e+00          -1.258644e-02          -5.556619e-01          2.767785e-03      
   0.474351       0.119882         -2.053248e+00          -2.167019e-02          -5.460309e-01          4.707766e-03      
   0.474351       0.152235         -2.043932e+00          -3.482086e-02          -5.323454e-01          7.432825e-03      
   0.474351       0.188220         -2.030984e+00          -5.296557e-02          -5.139513e-01          1.103550e-02      
   0.474351       0.227742         -2.013648e+00          -7.701339e-02          -4.904106e-01          1.554223e-02      
