#       k             kp                  V           
   2.772258       2.847765         2.313890e-01      
   2.772258       2.880118         2.302753e-01      
   2.772258       2.908749         2.284314e-01      
   2.772258       2.933583         2.261723e-01      
   2.772258       2.954553         2.237874e-01      
   2.772258       2.971601         2.215286e-01      
   2.772258       2.984682         2.196029e-01      
   2.772258       2.993761         2.181693e-01      
   2.772258       2.998815         2.173371e-01      
   2.772258       3.004739         2.163307e-01      
   2.772258       3.024957         2.126493e-01      
   2.772258       3.061273         2.051101e-01      
   2.772258       3.113597         1.923227e-01      
   2.772258       3.181789         1.728059e-01      
   2.772258       3.265666         1.457961e-01      
   2.772258       3.365002         1.123682e-01      
   2.772258       3.479529         7.629461e-02      
   2.772258       3.608938         4.353127e-02      
   2.772258       3.752880         1.962832e-02      
   2.772258       3.910968         6.441639e-03      
   2.772258       4.082775         1.362687e-03      
   2.772258       4.267838         1.459116e-04      
   2.772258       4.465657         1.022052e-06      
   2.772258       4.675701         -8.372410e-07     
   2.772258       4.897402         5.457657e-08      
   2.772258       5.130163         1.787924e-08      
   2.772258       5.373356         6.929979e-10      
   2.772258       5.626327         -5.380082e-11     
   2.772258       5.888392         -2.750228e-12     
   2.772258       6.158845         1.060533e-13      
   2.772258       6.436958         3.921299e-15      
   2.772258       6.721980         -1.139513e-16     
   2.772258       7.013143         -1.989490e-18     
   2.772258       7.309662         3.556617e-20      
   2.772258       7.610739         -7.238560e-24     
   2.772258       7.915560         -3.733071e-26     
   2.772258       8.223305         5.406951e-26      
   2.772258       8.533144         -6.850159e-28     
   2.772258       8.844241         -6.569222e-31     
   2.772258       9.155759         2.825377e-32      
   2.772258       9.466856         -6.815817e-35     
   2.772258       9.776695         -1.965075e-37     
   2.772258       10.084440        1.131868e-39      
   2.772258       10.389261        -1.913539e-42     
   2.772258       10.690338        9.841604e-46      
   2.772258       10.986857        1.165680e-48      
   2.772258       11.278020        -2.763339e-51     
   2.772258       11.563042        6.273564e-53      
   2.772258       11.841155        1.727152e-50      
   2.772258       12.111608        -7.696854e-48     
   2.772258       12.373673        -1.963969e-44     
   2.772258       12.626644        -2.059673e-41     
   2.772258       12.869837        -1.497574e-38     
   2.772258       13.102598        -8.041654e-36     
   2.772258       13.324299        -3.185725e-33     
   2.772258       13.534343        -9.135385e-31     
   2.772258       13.732162        -1.850153e-28     
   2.772258       13.917225        -2.579438e-26     
   2.772258       14.089032        -2.417045e-24     
   2.772258       14.247120        -1.488650e-22     
   2.772258       14.391062        -5.931997e-21     
   2.772258       14.520471        -1.506616e-19     
   2.772258       14.634998        -2.405872e-18     
   2.772258       14.734334        -2.515813e-17     
   2.772258       14.818211        -1.595312e-16     
   2.772258       14.886403        -5.919813e-16     
   2.772258       14.938727        -1.491219e-15     
   2.772258       14.975043        -3.117459e-15     
   2.772258       14.995261        -5.814955e-15     
   2.811780       0.001185         2.782183e-03      
   2.811780       0.006239         2.782306e-03      
   2.811780       0.015318         2.783053e-03      
   2.811780       0.028399         2.785065e-03      
   2.811780       0.045447         2.789526e-03      
   2.811780       0.066417         2.797879e-03      
   2.811780       0.091251         2.811870e-03      
   2.811780       0.119882         2.833576e-03      
   2.811780       0.152235         2.865420e-03      
   2.811780       0.188220         2.910192e-03      
   2.811780       0.227742         2.971115e-03      
   2.811780       0.270694         3.051922e-03      
   2.811780       0.316959         3.156977e-03      
   2.811780       0.366414         3.291437e-03      
   2.811780       0.418925         3.461465e-03      
   2.811780       0.474351         3.674505e-03      
   2.811780       0.532541         3.939627e-03      
   2.811780       0.593339         4.267967e-03      
   2.811780       0.656582         4.673267e-03      
   2.811780       0.722098         5.172538e-03      
   2.811780       0.789711         5.786855e-03      
   2.811780       0.859239         6.542316e-03      
   2.811780       0.930495         7.471145e-03      
   2.811780       1.003286         8.612944e-03      
   2.811780       1.077416         1.001605e-02      
   2.811780       1.152685         1.173890e-02      
   2.811780       1.228890         1.385130e-02      
   2.811780       1.305826         1.643536e-02      
   2.811780       1.383286         1.958580e-02      
   2.811780       1.461060         2.340918e-02      
   2.811780       1.538940         2.802170e-02      
   2.811780       1.616714         3.354491e-02      
   2.811780       1.694174         4.009889e-02      
   2.811780       1.771110         4.779278e-02      
   2.811780       1.847315         5.671242e-02      
   2.811780       1.922584         6.690599e-02      
   2.811780       1.996714         7.836875e-02      
   2.811780       2.069505         9.102883e-02      
   2.811780       2.140761         1.047366e-01      
   2.811780       2.210289         1.192605e-01      
   2.811780       2.277902         1.342909e-01      
   2.811780       2.343418         1.494538e-01      
   2.811780       2.406661         1.643343e-01      
   2.811780       2.467459         1.785067e-01      
   2.811780       2.525649         1.915690e-01      
   2.811780       2.581075         2.031760e-01      
   2.811780       2.633586         2.130673e-01      
   2.811780       2.683041         2.210874e-01      
   2.811780       2.729306         2.271929e-01      
   2.811780       2.772258         2.314495e-01      
   2.811780       2.811780         2.340183e-01      
   2.811780       2.847765         2.351346e-01      
   2.811780       2.880118         2.350825e-01      
   2.811780       2.908749         2.341695e-01      
   2.811780       2.933583         2.327030e-01      
   2.811780       2.954553         2.309713e-01      
   2.811780       2.971601         2.292295e-01      
   2.811780       2.984682         2.276906e-01      
   2.811780       2.993761         2.265197e-01      
   2.811780       2.998815         2.258315e-01      
   2.811780       3.004739         2.249920e-01      
   2.811780       3.024957         2.218616e-01      
   2.811780       3.061273         2.152325e-01      
   2.811780       3.113597         2.035427e-01      
   2.811780       3.181789         1.850066e-01      
   2.811780       3.265666         1.584186e-01      
   2.811780       3.365002         1.243715e-01      
   2.811780       3.479529         8.637203e-02      
   2.811780       3.608938         5.064571e-02      
   2.811780       3.752880         2.360482e-02      
   2.811780       3.910968         8.071550e-03      
   2.811780       4.082775         1.804574e-03      
   2.811780       4.267838         2.131268e-04      
   2.811780       4.465657         4.631450e-06      
   2.811780       4.675701         -1.062434e-06     
   2.811780       4.897402         4.120730e-08      
   2.811780       5.130163         2.148209e-08      
   2.811780       5.373356         1.024993e-09      
   2.811780       5.626327         -5.666884e-11     
   2.811780       5.888392         -3.699087e-12     
   2.811780       6.158845         1.082416e-13      
   2.811780       6.436958         5.223778e-15      
   2.811780       6.721980         -1.219520e-16     
   2.811780       7.013143         -2.774445e-18     
   2.811780       7.309662         3.945128e-20      
   2.811780       7.610739         7.933361e-23      
   2.811780       7.915560         -2.677432e-25     
   2.811780       8.223305         6.494134e-26      
   2.811780       8.533144         -8.194244e-28     
   2.811780       8.844241         -1.032217e-30     
   2.811780       9.155759         3.537875e-32      
   2.811780       9.466856         -8.166297e-35     
   2.811780       9.776695         -2.551564e-37     
   2.811780       10.084440        1.408009e-39      
   2.811780       10.389261        -2.326276e-42     
   2.811780       10.690338        1.128188e-45      
   2.811780       10.986857        1.468726e-48      
   2.811780       11.278020        -3.287411e-51     
   2.811780       11.563042        5.158714e-53      
   2.811780       11.841155        1.341845e-50      
   2.811780       12.111608        -5.912709e-48     
   2.811780       12.373673        -1.516872e-44     
   2.811780       12.626644        -1.592332e-41     
   2.811780       12.869837        -1.158338e-38     
   2.811780       13.102598        -6.222106e-36     
   2.811780       13.324299        -2.465551e-33     
   2.811780       13.534343        -7.071757e-31     
   2.811780       13.732162        -1.432483e-28     
   2.811780       13.917225        -1.997457e-26     
   2.811780       14.089032        -1.871969e-24     
   2.811780       14.247120        -1.153082e-22     
   2.811780       14.391062        -4.595317e-21     
   2.811780       14.520471        -1.167233e-19     
   2.811780       14.634998        -1.864068e-18     
   2.811780       14.734334        -1.949378e-17     
   2.811780       14.818211        -1.236195e-16     
   2.811780       14.886403        -4.587425e-16     
   2.811780       14.938727        -1.155620e-15     
   2.811780       14.975043        -2.415918e-15     
   2.811780       14.995261        -4.506436e-15     
   2.847765       0.001185         2.144704e-03      
   2.847765       0.006239         2.144807e-03      
   2.847765       0.015318         2.145427e-03      
   2.847765       0.028399         2.147103e-03      
   2.847765       0.045447         2.150819e-03      
   2.847765       0.066417         2.157776e-03      
   2.847765       0.091251         2.169431e-03      
   2.847765       0.119882         2.187518e-03      
   2.847765       0.152235         2.214061e-03      
   2.847765       0.188220         2.251401e-03      
   2.847765       0.227742         2.302248e-03      
   2.847765       0.270694         2.369755e-03      
   2.847765       0.316959         2.457627e-03      
   2.847765       0.366414         2.570267e-03      
   2.847765       0.418925         2.712968e-03      
   2.847765       0.474351         2.892163e-03      
   2.847765       0.532541         3.115743e-03      
   2.847765       0.593339         3.393463e-03      
   2.847765       0.656582         3.737436e-03      
   2.847765       0.722098         4.162766e-03      
   2.847765       0.789711         4.688296e-03      
   2.847765       0.859239         5.337537e-03      
   2.847765       0.930495         6.139741e-03      
   2.847765       1.003286         7.131153e-03      
   2.847765       1.077416         8.356400e-03      
   2.847765       1.152685         9.869956e-03      
   2.847765       1.228890         1.173756e-02      
   2.847765       1.305826         1.403745e-02      
   2.847765       1.383286         1.686099e-02      
   2.847765       1.461060         2.031256e-02      
   2.847765       1.538940         2.450799e-02      
   2.847765       1.616714         2.957111e-02      
   2.847765       1.694174         3.562791e-02      
   2.847765       1.771110         4.279789e-02      
   2.847765       1.847315         5.118255e-02      
   2.847765       1.922584         6.085130e-02      
   2.847765       1.996714         7.182599e-02      
   2.847765       2.069505         8.406575e-02      
   2.847765       2.140761         9.745449e-02      
   2.847765       2.210289         1.117939e-01      
   2.847765       2.277902         1.268041e-01      
   2.847765       2.343418         1.421343e-01      
   2.847765       2.406661         1.573828e-01      
   2.847765       2.467459         1.721253e-01      
   2.847765       2.525649         1.859483e-01      
   2.847765       2.581075         1.984830e-01      
   2.847765       2.633586         2.094361e-01      
   2.847765       2.683041         2.186114e-01      
   2.847765       2.729306         2.259216e-01      
   2.847765       2.772258         2.313890e-01      
   2.847765       2.811780         2.351346e-01      
   2.847765       2.847765         2.373593e-01      
   2.847765       2.880118         2.383209e-01      
   2.847765       2.908749         2.383080e-01      
   2.847765       2.933583         2.376170e-01      
   2.847765       2.954553         2.365314e-01      
   2.847765       2.971601         2.353062e-01      
   2.847765       2.984682         2.341567e-01      
   2.847765       2.993761         2.332519e-01      
   2.847765       2.998815         2.327103e-01      
   2.847765       3.004739         2.320411e-01      
   2.847765       3.024957         2.294780e-01      
   2.847765       3.061273         2.238051e-01      
   2.847765       3.113597         2.133160e-01      
   2.847765       3.181789         1.959528e-01      
   2.847765       3.265666         1.700875e-01      
   2.847765       3.365002         1.358118e-01      
   2.847765       3.479529         9.628647e-02      
   2.847765       3.608938         5.788601e-02      
   2.847765       3.752880         2.780436e-02      
   2.847765       3.910968         9.866412e-03      
   2.847765       4.082775         2.316096e-03      
   2.847765       4.267838         2.964981e-04      
   2.847765       4.465657         9.944213e-06      
   2.847765       4.675701         -1.265471e-06     
   2.847765       4.897402         2.105962e-08      
   2.847765       5.130163         2.511501e-08      
   2.847765       5.373356         1.417323e-09      
   2.847765       5.626327         -5.709927e-11     
   2.847765       5.888392         -4.753622e-12     
   2.847765       6.158845         1.054161e-13      
   2.847765       6.436958         6.662675e-15      
   2.847765       6.721980         -1.263920e-16     
   2.847765       7.013143         -3.668785e-18     
   2.847765       7.309662         4.226111e-20      
   2.847765       7.610739         1.893518e-22      
   2.847765       7.915560         -4.664555e-25     
   2.847765       8.223305         7.640541e-26      
   2.847765       8.533144         -9.652180e-28     
   2.847765       8.844241         -1.498010e-30     
   2.847765       9.155759         4.348105e-32      
   2.847765       9.466856         -9.626647e-35     
   2.847765       9.776695         -3.237337e-37     
   2.847765       10.084440        1.720187e-39      
   2.847765       10.389261        -2.781971e-42     
   2.847765       10.690338        1.273442e-45      
   2.847765       10.986857        1.809815e-48      
   2.847765       11.278020        -3.845034e-51     
   2.847765       11.563042        4.358037e-53      
   2.847765       11.841155        1.045789e-50      
   2.847765       12.111608        -4.572683e-48     
   2.847765       12.373673        -1.177493e-44     
   2.847765       12.626644        -1.236917e-41     
   2.847765       12.869837        -9.001102e-39     
   2.847765       13.102598        -4.836208e-36     
   2.847765       13.324299        -1.916753e-33     
   2.847765       13.534343        -5.498577e-31     
   2.847765       13.732162        -1.113968e-28     
   2.847765       13.917225        -1.553508e-26     
   2.847765       14.089032        -1.456063e-24     
   2.847765       14.247120        -8.969767e-23     
   2.847765       14.391062        -3.574951e-21     
   2.847765       14.520471        -9.081153e-20     
   2.847765       14.634998        -1.450340e-18     
   2.847765       14.734334        -1.516783e-17     
   2.847765       14.818211        -9.619035e-17     
   2.847765       14.886403        -3.569659e-16     
   2.847765       14.938727        -8.992504e-16     
   2.847765       14.975043        -1.879970e-15     
   2.847765       14.995261        -3.506752e-15     
   2.880118       0.001185         1.662340e-03      
   2.880118       0.006239         1.662426e-03      
   2.880118       0.015318         1.662944e-03      
   2.880118       0.028399         1.664349e-03      
   2.880118       0.045447         1.667462e-03      
   2.880118       0.066417         1.673289e-03      
   2.880118       0.091251         1.683054e-03      
   2.880118       0.119882         1.698211e-03      
   2.880118       0.152235         1.720463e-03      
   2.880118       0.188220         1.751783e-03      
   2.880118       0.227742         1.794462e-03      
   2.880118       0.270694         1.851177e-03      
   2.880118       0.316959         1.925091e-03      
   2.880118       0.366414         2.019977e-03      
   2.880118       0.418925         2.140403e-03      
   2.880118       0.474351         2.291949e-03      
   2.880118       0.532541         2.481505e-03      
   2.880118       0.593339         2.717635e-03      
   2.880118       0.656582         3.011046e-03      
   2.880118       0.722098         3.375166e-03      
   2.880118       0.789711         3.826864e-03      
   2.880118       0.859239         4.387324e-03      
   2.880118       0.930495         5.083094e-03      
   2.880118       1.003286         5.947312e-03      
   2.880118       1.077416         7.021104e-03      
   2.880118       1.152685         8.355098e-03      
   2.880118       1.228890         1.001097e-02      
   2.880118       1.305826         1.206285e-02      
   2.880118       1.383286         1.459832e-02      
   2.880118       1.461060         1.771873e-02      
   2.880118       1.538940         2.153825e-02      
   2.880118       1.616714         2.618117e-02      
   2.880118       1.694174         3.177701e-02      
   2.880118       1.771110         3.845270e-02      
   2.880118       1.847315         4.632189e-02      
   2.880118       1.922584         5.547145e-02      
   2.880118       1.996714         6.594602e-02      
   2.880118       2.069505         7.773220e-02      
   2.880118       2.140761         9.074468e-02      
   2.880118       2.210289         1.048169e-01      
   2.880118       2.277902         1.196989e-01      
   2.880118       2.343418         1.350648e-01      
   2.880118       2.406661         1.505294e-01      
   2.880118       2.467459         1.656749e-01      
   2.880118       2.525649         1.800821e-01      
   2.880118       2.581075         1.933656e-01      
   2.880118       2.633586         2.052048e-01      
   2.880118       2.683041         2.153690e-01      
   2.880118       2.729306         2.237318e-01      
   2.880118       2.772258         2.302753e-01      
   2.880118       2.811780         2.350825e-01      
   2.880118       2.847765         2.383209e-01      
   2.880118       2.880118         2.402208e-01      
   2.880118       2.908749         2.410507e-01      
   2.880118       2.933583         2.410934e-01      
   2.880118       2.954553         2.406247e-01      
   2.880118       2.971601         2.398966e-01      
   2.880118       2.984682         2.391245e-01      
   2.880118       2.993761         2.384791e-01      
   2.880118       2.998815         2.380808e-01      
   2.880118       3.004739         2.375784e-01      
   2.880118       3.024957         2.355751e-01      
   2.880118       3.061273         2.308610e-01      
   2.880118       3.113597         2.216126e-01      
   2.880118       3.181789         2.055367e-01      
   2.880118       3.265666         1.806158e-01      
   2.880118       3.365002         1.464443e-01      
   2.880118       3.479529         1.057825e-01      
   2.880118       3.608938         6.504334e-02      
   2.880118       3.752880         3.210018e-02      
   2.880118       3.910968         1.177395e-02      
   2.880118       4.082775         2.884729e-03      
   2.880118       4.267838         3.949150e-04      
   2.880118       4.465657         1.707873e-05      
   2.880118       4.675701         -1.420944e-06     
   2.880118       4.897402         -5.436825e-09     
   2.880118       5.130163         2.861806e-08      
   2.880118       5.373356         1.859687e-09      
   2.880118       5.626327         -5.477469e-11     
   2.880118       5.888392         -5.876778e-12     
   2.880118       6.158845         9.726746e-14      
   2.880118       6.436958         8.188303e-15      
   2.880118       6.721980         -1.268447e-16     
   2.880118       7.013143         -4.645084e-18     
   2.880118       7.309662         4.374399e-20      
   2.880118       7.610739         3.200922e-22      
   2.880118       7.915560         -6.062071e-25     
   2.880118       8.223305         8.811557e-26      
   2.880118       8.533144         -1.118846e-27     
   2.880118       8.844241         -2.049576e-30     
   2.880118       9.155759         5.239977e-32      
   2.880118       9.466856         -1.115777e-34     
   2.880118       9.776695         -4.011444e-37     
   2.880118       10.084440        2.062052e-39      
   2.880118       10.389261        -3.270045e-42     
   2.880118       10.690338        1.414968e-45      
   2.880118       10.986857        2.181971e-48      
   2.880118       11.278020        -4.422488e-51     
   2.880118       11.563042        3.806291e-53      
   2.880118       11.841155        8.209546e-51      
   2.880118       12.111608        -3.575058e-48     
   2.880118       12.373673        -9.224539e-45     
   2.880118       12.626644        -9.693860e-42     
   2.880118       12.869837        -7.055782e-39     
   2.880118       13.102598        -3.791596e-36     
   2.880118       13.324299        -1.502927e-33     
   2.880118       13.534343        -4.311893e-31     
   2.880118       13.732162        -8.736345e-29     
   2.880118       13.917225        -1.218439e-26     
   2.880118       14.089032        -1.142087e-24     
   2.880118       14.247120        -7.035983e-23     
   2.880118       14.391062        -2.804362e-21     
   2.880118       14.520471        -7.123972e-20     
   2.880118       14.634998        -1.137798e-18     
   2.880118       14.734334        -1.189951e-17     
   2.880118       14.818211        -7.546517e-17     
   2.880118       14.886403        -2.800587e-16     
   2.880118       14.938727        -7.055128e-16     
   2.880118       14.975043        -1.474939e-15     
   2.880118       14.995261        -2.751241e-15     
   2.908749       0.001185         1.301768e-03      
   2.908749       0.006239         1.301841e-03      
   2.908749       0.015318         1.302279e-03      
   2.908749       0.028399         1.303467e-03      
   2.908749       0.045447         1.306100e-03      
   2.908749       0.066417         1.311031e-03      
   2.908749       0.091251         1.319292e-03      
   2.908749       0.119882         1.332119e-03      
   2.908749       0.152235         1.350957e-03      
   2.908749       0.188220         1.377485e-03      
   2.908749       0.227742         1.413659e-03      
   2.908749       0.270694         1.461773e-03      
   2.908749       0.316959         1.524547e-03      
   2.908749       0.366414         1.605248e-03      
   2.908749       0.418925         1.707844e-03      
   2.908749       0.474351         1.837216e-03      
   2.908749       0.532541         1.999416e-03      
   2.908749       0.593339         2.202016e-03      
   2.908749       0.656582         2.454531e-03      
   2.908749       0.722098         2.768964e-03      
   2.908749       0.789711         3.160482e-03      
   2.908749       0.859239         3.648247e-03      
   2.908749       0.930495         4.256424e-03      
   2.908749       1.003286         5.015379e-03      
   2.908749       1.077416         5.963064e-03      
   2.908749       1.152685         7.146554e-03      
   2.908749       1.228890         8.623666e-03      
   2.908749       1.305826         1.046452e-02      
   2.908749       1.383286         1.275278e-02      
   2.908749       1.461060         1.558634e-02      
   2.908749       1.538940         1.907689e-02      
   2.908749       1.616714         2.334794e-02      
   2.908749       1.694174         2.853062e-02      
   2.908749       1.771110         3.475683e-02      
   2.908749       1.847315         4.214928e-02      
   2.908749       1.922584         5.080870e-02      
   2.908749       1.996714         6.079858e-02      
   2.908749       2.069505         7.212911e-02      
   2.908749       2.140761         8.474216e-02      
   2.908749       2.210289         9.850025e-02      
   2.908749       2.277902         1.131819e-01      
   2.908749       2.343418         1.284861e-01      
   2.908749       2.406661         1.440463e-01      
   2.908749       2.467459         1.594540e-01      
   2.908749       2.525649         1.742899e-01      
   2.908749       2.581075         1.881570e-01      
   2.908749       2.633586         2.007137e-01      
   2.908749       2.683041         2.117007e-01      
   2.908749       2.729306         2.209578e-01      
   2.908749       2.772258         2.284314e-01      
   2.908749       2.811780         2.341695e-01      
   2.908749       2.847765         2.383080e-01      
   2.908749       2.880118         2.410507e-01      
   2.908749       2.908749         2.426453e-01      
   2.908749       2.933583         2.433597e-01      
   2.908749       2.954553         2.434605e-01      
   2.908749       2.971601         2.431944e-01      
   2.908749       2.984682         2.427751e-01      
   2.908749       2.993761         2.423732e-01      
   2.908749       2.998815         2.421098e-01      
   2.908749       3.004739         2.417650e-01      
   2.908749       3.024957         2.402930e-01      
   2.908749       3.061273         2.365003e-01      
   2.908749       3.113597         2.284730e-01      
   2.908749       3.181789         2.137205e-01      
   2.908749       3.265666         1.898786e-01      
   2.908749       3.365002         1.560684e-01      
   2.908749       3.479529         1.146235e-01      
   2.908749       3.608938         7.190365e-02      
   2.908749       3.752880         3.634787e-02      
   2.908749       3.910968         1.372623e-02      
   2.908749       4.082775         3.490477e-03      
   2.908749       4.267838         5.053573e-04      
   2.908749       4.465657         2.593329e-05      
   2.908749       4.675701         -1.507736e-06     
   2.908749       4.897402         -3.702481e-08     
   2.908749       5.130163         3.184117e-08      
   2.908749       5.373356         2.335427e-09      
   2.908749       5.626327         -4.969394e-11     
   2.908749       5.888392         -7.022219e-12     
   2.908749       6.158845         8.409877e-14      
   2.908749       6.436958         9.739342e-15      
   2.908749       6.721980         -1.233293e-16     
   2.908749       7.013143         -5.665442e-18     
   2.908749       7.309662         4.379833e-20      
   2.908749       7.610739         4.663075e-22      
   2.908749       7.915560         -6.667133e-25     
   2.908749       8.223305         9.967536e-26      
   2.908749       8.533144         -1.275540e-27     
   2.908749       8.844241         -2.671681e-30     
   2.908749       9.155759         6.186433e-32      
   2.908749       9.466856         -1.270884e-34     
   2.908749       9.776695         -4.851708e-37     
   2.908749       10.084440        2.423247e-39      
   2.908749       10.389261        -3.775214e-42     
   2.908749       10.690338        1.547709e-45      
   2.908749       10.986857        2.574282e-48      
   2.908749       11.278020        -5.002935e-51     
   2.908749       11.563042        3.446240e-53      
   2.908749       11.841155        6.519183e-51      
   2.908749       12.111608        -2.837750e-48     
   2.908749       12.373673        -7.324208e-45     
   2.908749       12.626644        -7.697613e-42     
   2.908749       12.869837        -5.603222e-39     
   2.908749       13.102598        -3.011226e-36     
   2.908749       13.324299        -1.193669e-33     
   2.908749       13.534343        -3.424799e-31     
   2.908749       13.732162        -6.939285e-29     
   2.908749       13.917225        -9.678400e-27     
   2.908749       14.089032        -9.072164e-25     
   2.908749       14.247120        -5.589151e-23     
   2.908749       14.391062        -2.227728e-21     
   2.908749       14.520471        -5.659209e-20     
   2.908749       14.634998        -9.038623e-19     
   2.908749       14.734334        -9.452945e-18     
   2.908749       14.818211        -5.994970e-17     
   2.908749       14.886403        -2.224798e-16     
   2.908749       14.938727        -5.604577e-16     
   2.908749       14.975043        -1.171673e-15     
   2.908749       14.995261        -2.185540e-15     
   2.933583       0.001185         1.035334e-03      
   2.933583       0.006239         1.035397e-03      
   2.933583       0.015318         1.035772e-03      
   2.933583       0.028399         1.036791e-03      
   2.933583       0.045447         1.039050e-03      
   2.933583       0.066417         1.043278e-03      
   2.933583       0.091251         1.050365e-03      
   2.933583       0.119882         1.061370e-03      
   2.933583       0.152235         1.077538e-03      
   2.933583       0.188220         1.100317e-03      
   2.933583       0.227742         1.131398e-03      
   2.933583       0.270694         1.172773e-03      
   2.933583       0.316959         1.226813e-03      
   2.933583       0.366414         1.296375e-03      
   2.933583       0.418925         1.384952e-03      
   2.933583       0.474351         1.496854e-03      
   2.933583       0.532541         1.637458e-03      
   2.933583       0.593339         1.813520e-03      
   2.933583       0.656582         2.033575e-03      
   2.933583       0.722098         2.308441e-03      
   2.933583       0.789711         2.651861e-03      
   2.933583       0.859239         3.081289e-03      
   2.933583       0.930495         3.618858e-03      
   2.933583       1.003286         4.292543e-03      
   2.933583       1.077416         5.137523e-03      
   2.933583       1.152685         6.197723e-03      
   2.933583       1.228890         7.527472e-03      
   2.933583       1.305826         9.193165e-03      
   2.933583       1.383286         1.127471e-02      
   2.933583       1.461060         1.386648e-02      
   2.933583       1.538940         1.707732e-02      
   2.933583       1.616714         2.102912e-02      
   2.933583       1.694174         2.585332e-02      
   2.933583       1.771110         3.168482e-02      
   2.933583       1.847315         3.865284e-02      
   2.933583       1.922584         4.686871e-02      
   2.933583       1.996714         5.641106e-02      
   2.933583       2.069505         6.730962e-02      
   2.933583       2.140761         7.952954e-02      
   2.933583       2.210289         9.295888e-02      
   2.933583       2.277902         1.074020e-01      
   2.933583       2.343418         1.225815e-01      
   2.933583       2.406661         1.381494e-01      
   2.933583       2.467459         1.537091e-01      
   2.933583       2.525649         1.688436e-01      
   2.933583       2.581075         1.831497e-01      
   2.933583       2.633586         1.962700e-01      
   2.933583       2.683041         2.079220e-01      
   2.933583       2.729306         2.179177e-01      
   2.933583       2.772258         2.261723e-01      
   2.933583       2.811780         2.327030e-01      
   2.933583       2.847765         2.376170e-01      
   2.933583       2.880118         2.410934e-01      
   2.933583       2.908749         2.433597e-01      
   2.933583       2.933583         2.446691e-01      
   2.933583       2.954553         2.452777e-01      
   2.933583       2.971601         2.454262e-01      
   2.933583       2.984682         2.453250e-01      
   2.933583       2.993761         2.451434e-01      
   2.933583       2.998815         2.450024e-01      
   2.933583       3.004739         2.448007e-01      
   2.933583       3.024957         2.438137e-01      
   2.933583       3.061273         2.408712e-01      
   2.933583       3.113597         2.339919e-01      
   2.933583       3.181789         2.205253e-01      
   2.933583       3.265666         1.978088e-01      
   2.933583       3.365002         1.645317e-01      
   2.933583       3.479529         1.226020e-01      
   2.933583       3.608938         7.825957e-02      
   2.933583       3.752880         4.039421e-02      
   2.933583       3.910968         1.564362e-02      
   2.933583       4.082775         4.106657e-03      
   2.933583       4.267838         6.228333e-04      
   2.933583       4.465657         3.613652e-05      
   2.933583       4.675701         -1.514813e-06     
   2.933583       4.897402         -7.169903e-08     
   2.933583       5.130163         3.466364e-08      
   2.933583       5.373356         2.822310e-09      
   2.933583       5.626327         -4.223144e-11     
   2.933583       5.888392         -8.138285e-12     
   2.933583       6.158845         6.688095e-14      
   2.933583       6.436958         1.124779e-14      
   2.933583       6.721980         -1.163658e-16     
   2.933583       7.013143         -6.683877e-18     
   2.933583       7.309662         4.251059e-20      
   2.933583       7.610739         6.204473e-22      
   2.933583       7.915560         -6.400708e-25     
   2.933583       8.223305         1.106647e-25      
   2.933583       8.533144         -1.429489e-27     
   2.933583       8.844241         -3.337602e-30     
   2.933583       9.155759         7.149604e-32      
   2.933583       9.466856         -1.422009e-34     
   2.933583       9.776695         -5.724156e-37     
   2.933583       10.084440        2.789492e-39      
   2.933583       10.389261        -4.277939e-42     
   2.933583       10.690338        1.667071e-45      
   2.933583       10.986857        2.971830e-48      
   2.933583       11.278020        -5.566786e-51     
   2.933583       11.563042        3.228962e-53      
   2.933583       11.841155        5.261131e-51      
   2.933583       12.111608        -2.296887e-48     
   2.933583       12.373673        -5.920474e-45     
   2.933583       12.626644        -6.221247e-42     
   2.933583       12.869837        -4.528317e-39     
   2.933583       13.102598        -2.433516e-36     
   2.933583       13.324299        -9.646535e-34     
   2.933583       13.534343        -2.767709e-31     
   2.933583       13.732162        -5.607867e-29     
   2.933583       13.917225        -7.821385e-27     
   2.933583       14.089032        -7.331406e-25     
   2.933583       14.247120        -4.516663e-23     
   2.933583       14.391062        -1.800232e-21     
   2.933583       14.520471        -4.573160e-20     
   2.933583       14.634998        -7.303934e-19     
   2.933583       14.734334        -7.638604e-18     
   2.933583       14.818211        -4.844282e-17     
   2.933583       14.886403        -1.797746e-16     
   2.933583       14.938727        -4.528682e-16     
   2.933583       14.975043        -9.467284e-16     
   2.933583       14.995261        -1.765929e-15     
   2.954553       0.001185         8.411035e-04      
   2.954553       0.006239         8.411575e-04      
   2.954553       0.015318         8.414849e-04      
   2.954553       0.028399         8.423747e-04      
   2.954553       0.045447         8.443459e-04      
   2.954553       0.066417         8.480365e-04      
   2.954553       0.091251         8.542225e-04      
   2.954553       0.119882         8.638313e-04      
   2.954553       0.152235         8.779517e-04      
   2.954553       0.188220         8.978543e-04      
   2.954553       0.227742         9.250269e-04      
   2.954553       0.270694         9.612259e-04      
   2.954553       0.316959         1.008550e-03      
   2.954553       0.366414         1.069541e-03      
   2.954553       0.418925         1.147313e-03      
   2.954553       0.474351         1.245730e-03      
   2.954553       0.532541         1.369634e-03      
   2.954553       0.593339         1.525129e-03      
   2.954553       0.656582         1.719963e-03      
   2.954553       0.722098         1.964000e-03      
