#       k             kp                  V           
   0.418925       1.694174         -1.487954e-01     
   0.418925       1.771110         -1.026316e-01     
   0.418925       1.847315         -6.512432e-02     
   0.418925       1.922584         -3.586475e-02     
   0.418925       1.996714         -1.412188e-02     
   0.418925       2.069505         1.077205e-03      
   0.418925       2.140761         1.084803e-02      
   0.418925       2.210289         1.634586e-02      
   0.418925       2.277902         1.867350e-02      
   0.418925       2.343418         1.881074e-02      
   0.418925       2.406661         1.757095e-02      
   0.418925       2.467459         1.558491e-02      
   0.418925       2.525649         1.330735e-02      
   0.418925       2.581075         1.103929e-02      
   0.418925       2.633586         8.958579e-03      
   0.418925       2.683041         7.152114e-03      
   0.418925       2.729306         5.645231e-03      
   0.418925       2.772258         4.425680e-03      
   0.418925       2.811780         3.461465e-03      
   0.418925       2.847765         2.712968e-03      
   0.418925       2.880118         2.140403e-03      
   0.418925       2.908749         1.707844e-03      
   0.418925       2.933583         1.384952e-03      
   0.418925       2.954553         1.147313e-03      
   0.418925       2.971601         9.760512e-04      
   0.418925       2.984682         8.571366e-04      
   0.418925       2.993761         7.806482e-04      
   0.418925       2.998815         7.401300e-04      
   0.418925       3.004739         6.944646e-04      
   0.418925       3.024957         5.527566e-04      
   0.418925       3.061273         3.478924e-04      
   0.418925       3.113597         1.453557e-04      
   0.418925       3.181789         1.033246e-06      
   0.418925       3.265666         -6.285876e-05     
   0.418925       3.365002         -6.291238e-05     
   0.418925       3.479529         -3.608312e-05     
   0.418925       3.608938         -1.243487e-05     
   0.418925       3.752880         -1.620237e-06     
   0.418925       3.910968         6.674891e-07      
   0.418925       4.082775         3.957768e-07      
   0.418925       4.267838         8.177018e-08      
   0.418925       4.465657         2.655179e-09      
   0.418925       4.675701         -1.988746e-09     
   0.418925       4.897402         -3.227760e-10     
   0.418925       5.130163         -1.972402e-12     
   0.418925       5.373356         3.014738e-12      
   0.418925       5.626327         1.354641e-13      
   0.418925       5.888392         -9.260528e-15     
   0.418925       6.158845         -4.463136e-16     
   0.418925       6.436958         1.390599e-17      
   0.418925       6.721980         3.895569e-19      
   0.418925       7.013143         -1.053750e-20     
   0.418925       7.309662         -5.907214e-23     
   0.418925       7.610739         2.604011e-24      
   0.418925       7.915560         -1.128541e-26     
   0.418925       8.223305         -1.040280e-28     
   0.418925       8.533144         9.850341e-31      
   0.418925       8.844241         -2.438387e-33     
   0.418925       9.155759         -1.291864e-36     
   0.418925       9.466856         2.156484e-38      
   0.418925       9.776695         -8.016747e-41     
   0.418925       10.084440        2.177461e-43      
   0.418925       10.389261        -3.926578e-46     
   0.418925       10.690338        3.743553e-49      
   0.418925       10.986857        2.740618e-56      
   0.418925       11.278020        -1.423736e-51     
   0.418925       11.563042        -6.563040e-49     
   0.418925       11.841155        -1.262467e-46     
   0.418925       12.111608        1.998206e-43      
   0.418925       12.373673        3.378822e-40      
   0.418925       12.626644        3.234956e-37      
   0.418925       12.869837        2.246571e-34      
   0.418925       13.102598        1.169704e-31      
   0.418925       13.324299        4.524648e-29      
   0.418925       13.534343        1.272057e-26      
   0.418925       13.732162        2.532637e-24      
   0.418925       13.917225        3.478308e-22      
   0.418925       14.089032        3.216095e-20      
   0.418925       14.247120        1.957381e-18      
   0.418925       14.391062        7.717215e-17      
   0.418925       14.520471        1.941772e-15      
   0.418925       14.634998        3.075176e-14      
   0.418925       14.734334        3.191966e-13      
   0.418925       14.818211        2.012397e-12      
   0.418925       14.886403        7.431877e-12      
   0.418925       14.938727        1.863777e-11      
   0.418925       14.975043        3.880600e-11      
   0.418925       14.995261        7.218048e-11      
   0.474351       0.001185         -1.617032e+00     
   0.474351       0.006239         -1.617007e+00     
   0.474351       0.015318         -1.616807e+00     
   0.474351       0.028399         -1.616273e+00     
   0.474351       0.045447         -1.615093e+00     
   0.474351       0.066417         -1.612893e+00     
   0.474351       0.091251         -1.609223e+00     
   0.474351       0.119882         -1.603561e+00     
   0.474351       0.152235         -1.595327e+00     
   0.474351       0.188220         -1.583893e+00     
   0.474351       0.227742         -1.568601e+00     
   0.474351       0.270694         -1.548781e+00     
   0.474351       0.316959         -1.523785e+00     
   0.474351       0.366414         -1.493016e+00     
   0.474351       0.418925         -1.455971e+00     
   0.474351       0.474351         -1.412284e+00     
   0.474351       0.532541         -1.361770e+00     
   0.474351       0.593339         -1.304450e+00     
   0.474351       0.656582         -1.240565e+00     
   0.474351       0.722098         -1.170567e+00     
   0.474351       0.789711         -1.095093e+00     
   0.474351       0.859239         -1.014937e+00     
   0.474351       0.930495         -9.310137e-01     
   0.474351       1.003286         -8.443526e-01     
   0.474351       1.077416         -7.560852e-01     
   0.474351       1.152685         -6.674448e-01     
   0.474351       1.228890         -5.797558e-01     
   0.474351       1.305826         -4.944080e-01     
   0.474351       1.383286         -4.128120e-01     
   0.474351       1.461060         -3.363342e-01     
   0.474351       1.538940         -2.662168e-01     
   0.474351       1.616714         -2.034911e-01     
   0.474351       1.694174         -1.488976e-01     
   0.474351       1.771110         -1.028258e-01     
   0.474351       1.847315         -6.528472e-02     
   0.474351       1.922584         -3.591096e-02     
   0.474351       1.996714         -1.401441e-02     
   0.474351       2.069505         1.344253e-03      
   0.474351       2.140761         1.125617e-02      
   0.474351       2.210289         1.686168e-02      
   0.474351       2.277902         1.925734e-02      
   0.474351       2.343418         1.942358e-02      
   0.474351       2.406661         1.817915e-02      
   0.474351       2.467459         1.616270e-02      
   0.474351       2.525649         1.383751e-02      
   0.474351       2.581075         1.151242e-02      
   0.474351       2.633586         9.371681e-03      
   0.474351       2.683041         7.506851e-03      
   0.474351       2.729306         5.946267e-03      
   0.474351       2.772258         4.679293e-03      
   0.474351       2.811780         3.674505e-03      
   0.474351       2.847765         2.892163e-03      
   0.474351       2.880118         2.291949e-03      
   0.474351       2.908749         1.837216e-03      
   0.474351       2.933583         1.496854e-03      
   0.474351       2.954553         1.245730e-03      
   0.474351       2.971601         1.064346e-03      
   0.474351       2.984682         9.381645e-04      
   0.474351       2.993761         8.568822e-04      
   0.474351       2.998815         8.137825e-04      
   0.474351       3.004739         7.651700e-04      
   0.474351       3.024957         6.140279e-04      
   0.474351       3.061273         3.945219e-04      
   0.474351       3.113597         1.755727e-04      
   0.474351       3.181789         1.672443e-05      
   0.474351       3.265666         -5.723405e-05     
   0.474351       3.365002         -6.235377e-05     
   0.474351       3.479529         -3.694095e-05     
   0.474351       3.608938         -1.308332e-05     
   0.474351       3.752880         -1.844797e-06     
   0.474351       3.910968         6.379834e-07      
   0.474351       4.082775         4.030466e-07      
   0.474351       4.267838         8.566052e-08      
   0.474351       4.465657         3.272096e-09      
   0.474351       4.675701         -1.990466e-09     
   0.474351       4.897402         -3.354621e-10     
   0.474351       5.130163         -3.141498e-12     
   0.474351       5.373356         3.060255e-12      
   0.474351       5.626327         1.446462e-13      
   0.474351       5.888392         -9.232553e-15     
   0.474351       6.158845         -4.694492e-16     
   0.474351       6.436958         1.381182e-17      
   0.474351       6.721980         4.120807e-19      
   0.474351       7.013143         -1.062335e-20     
   0.474351       7.309662         -6.633431e-23     
   0.474351       7.610739         2.677434e-24      
   0.474351       7.915560         -1.090435e-26     
   0.474351       8.223305         -1.113817e-28     
   0.474351       8.533144         1.005518e-30      
   0.474351       8.844241         -2.372971e-33     
   0.474351       9.155759         -1.601734e-36     
   0.474351       9.466856         2.166996e-38      
   0.474351       9.776695         -8.095602e-41     
   0.474351       10.084440        2.279181e-43      
   0.474351       10.389261        -4.230572e-46     
   0.474351       10.690338        4.141618e-49      
   0.474351       10.986857        -1.468232e-53     
   0.474351       11.278020        -1.021747e-51     
   0.474351       11.563042        -4.716381e-49     
   0.474351       11.841155        -9.161615e-47     
   0.474351       12.111608        1.423243e-43      
   0.474351       12.373673        2.415684e-40      
   0.474351       12.626644        2.315283e-37      
   0.474351       12.869837        1.608800e-34      
   0.474351       13.102598        8.379689e-32      
   0.474351       13.324299        3.242425e-29      
   0.474351       13.534343        9.118091e-27      
   0.474351       13.732162        1.815802e-24      
   0.474351       13.917225        2.494315e-22      
   0.474351       14.089032        2.306701e-20      
   0.474351       14.247120        1.404137e-18      
   0.474351       14.391062        5.536820e-17      
   0.474351       14.520471        1.393340e-15      
   0.474351       14.634998        2.206894e-14      
   0.474351       14.734334        2.290977e-13      
   0.474351       14.818211        1.444494e-12      
   0.474351       14.886403        5.334938e-12      
   0.474351       14.938727        1.337995e-11      
   0.474351       14.975043        2.786138e-11      
   0.474351       14.995261        5.183035e-11      
   0.532541       0.001185         -1.542172e+00     
   0.532541       0.006239         -1.542153e+00     
   0.532541       0.015318         -1.541978e+00     
   0.532541       0.028399         -1.541518e+00     
   0.532541       0.045447         -1.540501e+00     
   0.532541       0.066417         -1.538604e+00     
   0.532541       0.091251         -1.535437e+00     
   0.532541       0.119882         -1.530546e+00     
   0.532541       0.152235         -1.523423e+00     
   0.532541       0.188220         -1.513511e+00     
   0.532541       0.227742         -1.500215e+00     
   0.532541       0.270694         -1.482917e+00     
   0.532541       0.316959         -1.460994e+00     
   0.532541       0.366414         -1.433844e+00     
   0.532541       0.418925         -1.400919e+00     
   0.532541       0.474351         -1.361770e+00     
   0.532541       0.532541         -1.316088e+00     
   0.532541       0.593339         -1.263746e+00     
   0.532541       0.656582         -1.204832e+00     
   0.532541       0.722098         -1.139658e+00     
   0.532541       0.789711         -1.068752e+00     
   0.532541       0.859239         -9.928313e-01     
   0.532541       0.930495         -9.127753e-01     
   0.532541       1.003286         -8.295963e-01     
   0.532541       1.077416         -7.444246e-01     
   0.532541       1.152685         -6.584963e-01     
   0.532541       1.228890         -5.731395e-01     
   0.532541       1.305826         -4.897485e-01     
   0.532541       1.383286         -4.097415e-01     
   0.532541       1.461060         -3.344982e-01     
   0.532541       1.538940         -2.652828e-01     
   0.532541       1.616714         -2.031590e-01     
   0.532541       1.694174         -1.489095e-01     
   0.532541       1.771110         -1.029736e-01     
   0.532541       1.847315         -6.541430e-02     
   0.532541       1.922584         -3.592167e-02     
   0.532541       1.996714         -1.385438e-02     
   0.532541       2.069505         1.686420e-03      
   0.532541       2.140761         1.176190e-02      
   0.532541       2.210289         1.749367e-02      
   0.532541       2.277902         1.996989e-02      
   0.532541       2.343418         2.017100e-02      
   0.532541       2.406661         1.892153e-02      
   0.532541       2.467459         1.686915e-02      
   0.532541       2.525649         1.448708e-02      
   0.532541       2.581075         1.209351e-02      
   0.532541       2.633586         9.880337e-03      
   0.532541       2.683041         7.944794e-03      
   0.532541       2.729306         6.318908e-03      
   0.532541       2.772258         4.994071e-03      
   0.532541       2.811780         3.939627e-03      
   0.532541       2.847765         3.115743e-03      
   0.532541       2.880118         2.481505e-03      
   0.532541       2.908749         1.999416e-03      
   0.532541       2.933583         1.637458e-03      
   0.532541       2.954553         1.369634e-03      
   0.532541       2.971601         1.175692e-03      
   0.532541       2.984682         1.040483e-03      
   0.532541       2.993761         9.532397e-04      
   0.532541       2.998815         9.069282e-04      
   0.532541       3.004739         8.546471e-04      
   0.532541       3.024957         6.917478e-04      
   0.532541       3.061273         4.539467e-04      
   0.532541       3.113597         2.143990e-04      
   0.532541       3.181789         3.719531e-05      
   0.532541       3.265666         -4.962221e-05     
   0.532541       3.365002         -6.134477e-05     
   0.532541       3.479529         -3.789312e-05     
   0.532541       3.608938         -1.386686e-05     
   0.532541       3.752880         -2.126006e-06     
   0.532541       3.910968         5.983917e-07      
   0.532541       4.082775         4.112164e-07      
   0.532541       4.267838         9.040104e-08      
   0.532541       4.465657         4.050966e-09      
   0.532541       4.675701         -1.987596e-09     
   0.532541       4.897402         -3.507735e-10     
   0.532541       5.130163         -4.618853e-12     
   0.532541       5.373356         3.110877e-12      
   0.532541       5.626327         1.559548e-13      
   0.532541       5.888392         -9.176196e-15     
   0.532541       6.158845         -4.976833e-16     
   0.532541       6.436958         1.366194e-17      
   0.532541       6.721980         4.396468e-19      
   0.532541       7.013143         -1.070869e-20     
   0.532541       7.309662         -7.536741e-23     
   0.532541       7.610739         2.764414e-24      
   0.532541       7.915560         -1.039761e-26     
   0.532541       8.223305         -1.204299e-28     
   0.532541       8.533144         1.028925e-30      
   0.532541       8.844241         -2.284562e-33     
   0.532541       9.155759         -1.977739e-36     
   0.532541       9.466856         2.169835e-38      
   0.532541       9.776695         -8.177410e-41     
   0.532541       10.084440        2.407958e-43      
   0.532541       10.389261        -4.619835e-46     
   0.532541       10.690338        4.652397e-49      
   0.532541       10.986857        -3.415094e-53     
   0.532541       11.278020        -7.551578e-52     
   0.532541       11.563042        -3.491079e-49     
   0.532541       11.841155        -6.857236e-47     
   0.532541       12.111608        1.042664e-43      
   0.532541       12.373673        1.777511e-40      
   0.532541       12.626644        1.705728e-37      
   0.532541       12.869837        1.186020e-34      
   0.532541       13.102598        6.180359e-32      
   0.532541       13.324299        2.392265e-29      
   0.532541       13.534343        6.729337e-27      
   0.532541       13.732162        1.340447e-24      
   0.532541       13.917225        1.841760e-22      
   0.532541       14.089032        1.703585e-20      
   0.532541       14.247120        1.037204e-18      
   0.532541       14.391062        4.090629e-17      
   0.532541       14.520471        1.029566e-15      
   0.532541       14.634998        1.630943e-14      
   0.532541       14.734334        1.693309e-13      
   0.532541       14.818211        1.067766e-12      
   0.532541       14.886403        3.943871e-12      
   0.532541       14.938727        9.891947e-12      
   0.532541       14.975043        2.060056e-11      
   0.532541       14.995261        3.832871e-11      
   0.593339       0.001185         -1.461467e+00     
   0.593339       0.006239         -1.461452e+00     
   0.593339       0.015318         -1.461301e+00     
   0.593339       0.028399         -1.460908e+00     
   0.593339       0.045447         -1.460039e+00     
   0.593339       0.066417         -1.458418e+00     
   0.593339       0.091251         -1.455709e+00     
   0.593339       0.119882         -1.451523e+00     
   0.593339       0.152235         -1.445419e+00     
   0.593339       0.188220         -1.436912e+00     
   0.593339       0.227742         -1.425473e+00     
   0.593339       0.270694         -1.410544e+00     
   0.593339       0.316959         -1.391545e+00     
   0.593339       0.366414         -1.367895e+00     
   0.593339       0.418925         -1.339031e+00     
   0.593339       0.474351         -1.304450e+00     
   0.593339       0.532541         -1.263746e+00     
   0.593339       0.593339         -1.216660e+00     
   0.593339       0.656582         -1.163122e+00     
   0.593339       0.722098         -1.103284e+00     
   0.593339       0.789711         -1.037530e+00     
   0.593339       0.859239         -9.664660e-01     
   0.593339       0.930495         -8.908961e-01     
   0.593339       1.003286         -8.117922e-01     
   0.593339       1.077416         -7.302656e-01     
   0.593339       1.152685         -6.475457e-01     
   0.593339       1.228890         -5.649598e-01     
   0.593339       1.305826         -4.839049e-01     
   0.593339       1.383286         -4.058060e-01     
   0.593339       1.461060         -3.320574e-01     
   0.593339       1.538940         -2.639472e-01     
   0.593339       1.616714         -2.025750e-01     
   0.593339       1.694174         -1.487708e-01     
   0.593339       1.771110         -1.030309e-01     
   0.593339       1.847315         -6.548043e-02     
   0.593339       1.922584         -3.587156e-02     
   0.593339       1.996714         -1.362044e-02     
   0.593339       2.069505         2.123491e-03      
   0.593339       2.140761         1.238504e-02      
   0.593339       2.210289         1.826247e-02      
   0.593339       2.277902         2.083280e-02      
   0.593339       2.343418         2.107533e-02      
   0.593339       2.406661         1.982060e-02      
   0.593339       2.467459         1.772632e-02      
   0.593339       2.525649         1.527719e-02      
   0.593339       2.581075         1.280227e-02      
   0.593339       2.633586         1.050259e-02      
   0.593339       2.683041         8.482175e-03      
   0.593339       2.729306         6.777577e-03      
   0.593339       2.772258         5.382720e-03      
   0.593339       2.811780         4.267967e-03      
   0.593339       2.847765         3.393463e-03      
   0.593339       2.880118         2.717635e-03      
   0.593339       2.908749         2.202016e-03      
   0.593339       2.933583         1.813520e-03      
   0.593339       2.954553         1.525129e-03      
   0.593339       2.971601         1.315693e-03      
   0.593339       2.984682         1.169329e-03      
   0.593339       2.993761         1.074713e-03      
   0.593339       2.998815         1.024426e-03      
   0.593339       3.004739         9.676006e-04      
   0.593339       3.024957         7.901187e-04      
   0.593339       3.061273         5.295572e-04      
   0.593339       3.113597         2.642533e-04      
   0.593339       3.181789         6.391897e-05      
   0.593339       3.265666         -3.930155e-05     
   0.593339       3.365002         -5.963390e-05     
   0.593339       3.479529         -3.890095e-05     
   0.593339       3.608938         -1.480141e-05     
   0.593339       3.752880         -2.476267e-06     
   0.593339       3.910968         5.452938e-07      
   0.593339       4.082775         4.200700e-07      
   0.593339       4.267838         9.612363e-08      
   0.593339       4.465657         5.030858e-09      
   0.593339       4.675701         -1.976898e-09     
   0.593339       4.897402         -3.690463e-10     
   0.593339       5.130163         -6.479098e-12     
   0.593339       5.373356         3.164996e-12      
   0.593339       5.626327         1.697828e-13      
   0.593339       5.888392         -9.075993e-15     
   0.593339       6.158845         -5.318381e-16     
   0.593339       6.436958         1.343030e-17      
   0.593339       6.721980         4.731067e-19      
   0.593339       7.013143         -1.078403e-20     
   0.593339       7.309662         -8.654043e-23     
   0.593339       7.610739         2.865877e-24      
   0.593339       7.915560         -9.724489e-27     
   0.593339       8.223305         -1.314829e-28     
   0.593339       8.533144         1.054935e-30      
   0.593339       8.844241         -2.165242e-33     
   0.593339       9.155759         -2.428383e-36     
   0.593339       9.466856         2.158422e-38      
   0.593339       9.776695         -8.255908e-41     
   0.593339       10.084440        2.570969e-43      
   0.593339       10.389261        -5.118406e-46     
   0.593339       10.690338        5.307716e-49      
   0.593339       10.986857        -5.957342e-53     
   0.593339       11.278020        -5.685053e-52     
   0.593339       11.563042        -2.632523e-49     
   0.593339       11.841155        -5.236048e-47     
   0.593339       12.111608        7.769189e-44      
   0.593339       12.373673        1.331242e-40      
   0.593339       12.626644        1.279292e-37      
   0.593339       12.869837        8.901821e-35      
   0.593339       13.102598        4.641144e-32      
   0.593339       13.324299        1.797200e-29      
   0.593339       13.534343        5.057166e-27      
   0.593339       13.732162        1.007659e-24      
   0.593339       13.917225        1.384878e-22      
   0.593339       14.089032        1.281286e-20      
   0.593339       14.247120        7.802615e-19      
   0.593339       14.391062        3.077880e-17      
   0.593339       14.520471        7.748053e-16      
   0.593339       14.634998        1.227568e-14      
   0.593339       14.734334        1.274702e-13      
   0.593339       14.818211        8.038948e-13      
   0.593339       14.886403        2.969502e-12      
   0.593339       14.938727        7.448726e-12      
   0.593339       14.975043        1.551436e-11      
   0.593339       14.995261        2.886990e-11      
   0.656582       0.001185         -1.375651e+00     
   0.656582       0.006239         -1.375639e+00     
   0.656582       0.015318         -1.375509e+00     
   0.656582       0.028399         -1.375176e+00     
   0.656582       0.045447         -1.374440e+00     
   0.656582       0.066417         -1.373066e+00     
   0.656582       0.091251         -1.370768e+00     
   0.656582       0.119882         -1.367216e+00     
   0.656582       0.152235         -1.362032e+00     
   0.656582       0.188220         -1.354796e+00     
   0.656582       0.227742         -1.345049e+00     
   0.656582       0.270694         -1.332297e+00     
   0.656582       0.316959         -1.316016e+00     
   0.656582       0.366414         -1.295661e+00     
   0.656582       0.418925         -1.270685e+00     
   0.656582       0.474351         -1.240565e+00     
   0.656582       0.532541         -1.204832e+00     
   0.656582       0.593339         -1.163122e+00     
   0.656582       0.656582         -1.115223e+00     
   0.656582       0.722098         -1.061119e+00     
   0.656582       0.789711         -1.001026e+00     
   0.656582       0.859239         -9.354022e-01     
   0.656582       0.930495         -8.649361e-01     
   0.656582       1.003286         -7.905219e-01     
   0.656582       1.077416         -7.132258e-01     
   0.656582       1.152685         -6.342538e-01     
   0.656582       1.228890         -5.549226e-01     
   0.656582       1.305826         -4.766272e-01     
   0.656582       1.383286         -4.007978e-01     
   0.656582       1.461060         -3.288427e-01     
   0.656582       1.538940         -2.620755e-01     
   0.656582       1.616714         -2.016345e-01     
   0.656582       1.694174         -1.484023e-01     
   0.656582       1.771110         -1.029386e-01     
   0.656582       1.847315         -6.543862e-02     
   0.656582       1.922584         -3.572630e-02     
   0.656582       1.996714         -1.328445e-02     
   0.656582       2.069505         2.680495e-03      
   0.656582       2.140761         1.314968e-02      
   0.656582       2.210289         1.919249e-02      
   0.656582       2.277902         2.187125e-02      
   0.656582       2.343418         2.216247e-02      
   0.656582       2.406661         2.090250e-02      
   0.656582       2.467459         1.876001e-02      
   0.656582       2.525649         1.623266e-02      
   0.656582       2.581075         1.366208e-02      
   0.656582       2.633586         1.126000e-02      
   0.656582       2.683041         9.138567e-03      
   0.656582       2.729306         7.339808e-03      
   0.656582       2.772258         5.860803e-03      
   0.656582       2.811780         4.673267e-03      
   0.656582       2.847765         3.737436e-03      
   0.656582       2.880118         3.011046e-03      
   0.656582       2.908749         2.454531e-03      
   0.656582       2.933583         2.033575e-03      
   0.656582       2.954553         1.719963e-03      
   0.656582       2.971601         1.491487e-03      
   0.656582       2.984682         1.331393e-03      
   0.656582       2.993761         1.227689e-03      
   0.656582       2.998815         1.172497e-03      
   0.656582       3.004739         1.110063e-03      
   0.656582       3.024957         9.145531e-04      
   0.656582       3.061273         6.257568e-04      
   0.656582       3.113597         3.283179e-04      
   0.656582       3.181789         9.887121e-05      
   0.656582       3.265666         -2.527429e-05     
   0.656582       3.365002         -5.685242e-05     
   0.656582       3.479529         -3.989319e-05     
   0.656582       3.608938         -1.590072e-05     
   0.656582       3.752880         -2.910552e-06     
   0.656582       3.910968         4.741108e-07      
   0.656582       4.082775         4.292045e-07      
   0.656582       4.267838         1.029723e-07      
   0.656582       4.465657         6.260892e-09      
   0.656582       4.675701         -1.953690e-09     
   0.656582       4.897402         -3.906175e-10     
   0.656582       5.130163         -8.815960e-12     
   0.656582       5.373356         3.219807e-12      
   0.656582       5.626327         1.865906e-13      
   0.656582       5.888392         -8.910207e-15     
   0.656582       6.158845         -5.728334e-16     
   0.656582       6.436958         1.308091e-17      
   0.656582       6.721980         5.134289e-19      
   0.656582       7.013143         -1.083496e-20     
   0.656582       7.309662         -1.003002e-22     
   0.656582       7.610739         2.982365e-24      
   0.656582       7.915560         -8.831095e-27     
   0.656582       8.223305         -1.449040e-28     
   0.656582       8.533144         1.082854e-30      
   0.656582       8.844241         -2.004428e-33     
   0.656582       9.155759         -2.961436e-36     
   0.656582       9.466856         2.122872e-38      
   0.656582       9.776695         -8.321619e-41     
   0.656582       10.084440        2.777822e-43      
   0.656582       10.389261        -5.758428e-46     
   0.656582       10.690338        6.149834e-49      
   0.656582       10.986857        -9.258526e-53     
   0.656582       11.278020        -4.335916e-52     
   0.656582       11.563042        -2.011278e-49     
   0.656582       11.841155        -4.056505e-47     
   0.656582       12.111608        5.855422e-44      
   0.656582       12.373673        1.009213e-40      
   0.656582       12.626644        9.713957e-38      
   0.656582       12.869837        6.765139e-35      
   0.656582       13.102598        3.529210e-32      
   0.656582       13.324299        1.367251e-29      
   0.656582       13.534343        3.848805e-27      
   0.656582       13.732162        7.671458e-25      
   0.656582       13.917225        1.054644e-22      
   0.656582       14.089032        9.760167e-21      
   0.656582       14.247120        5.945067e-19      
   0.656582       14.391062        2.345657e-17      
   0.656582       14.520471        5.905976e-16      
   0.656582       14.634998        9.358828e-15      
   0.656582       14.734334        9.719823e-14      
   0.656582       14.818211        6.130635e-13      
   0.656582       14.886403        2.264813e-12      
   0.656582       14.938727        5.681662e-12      
   0.656582       14.975043        1.183552e-11      
   0.656582       14.995261        2.202755e-11      
   0.722098       0.001185         -1.285463e+00     
   0.722098       0.006239         -1.285455e+00     
   0.722098       0.015318         -1.285343e+00     
   0.722098       0.028399         -1.285064e+00     
   0.722098       0.045447         -1.284446e+00     
   0.722098       0.066417         -1.283290e+00     
   0.722098       0.091251         -1.281359e+00     
   0.722098       0.119882         -1.278371e+00     
   0.722098       0.152235         -1.274007e+00     
   0.722098       0.188220         -1.267909e+00     
   0.722098       0.227742         -1.259684e+00     
   0.722098       0.270694         -1.248901e+00     
   0.722098       0.316959         -1.235098e+00     
   0.722098       0.366414         -1.217783e+00     
   0.722098       0.418925         -1.196444e+00     
   0.722098       0.474351         -1.170567e+00     
   0.722098       0.532541         -1.139658e+00     
   0.722098       0.593339         -1.103284e+00     
   0.722098       0.656582         -1.061119e+00     
   0.722098       0.722098         -1.012994e+00     
   0.722098       0.789711         -9.589499e-01     
   0.722098       0.859239         -8.992678e-01     
   0.722098       0.930495         -8.344818e-01     
   0.722098       1.003286         -7.653657e-01     
   0.722098       1.077416         -6.929035e-01     
   0.722098       1.152685         -6.182512e-01     
   0.722098       1.228890         -5.426988e-01     
   0.722098       1.305826         -4.676295e-01     
   0.722098       1.383286         -3.944737e-01     
   0.722098       1.461060         -3.246518e-01     
   0.722098       1.538940         -2.595032e-01     
   0.722098       1.616714         -2.002072e-01     
   0.722098       1.694174         -1.477027e-01     
   0.722098       1.771110         -1.026192e-01     
   0.722098       1.847315         -6.523025e-02     
   0.722098       1.922584         -3.544066e-02     
   0.722098       1.996714         -1.280997e-02     
   0.722098       2.069505         3.388884e-03      
   0.722098       2.140761         1.408509e-02      
   0.722098       2.210289         2.031262e-02      
   0.722098       2.277902         2.311466e-02      
   0.722098       2.343418         2.346250e-02      
   0.722098       2.406661         2.219765e-02      
   0.722098       2.467459         2.000038e-02      
   0.722098       2.525649         1.738274e-02      
   0.722098       2.581075         1.470071e-02      
   0.722098       2.633586         1.217842e-02      
   0.722098       2.683041         9.937630e-03      
   0.722098       2.729306         8.026970e-03      
   0.722098       2.772258         6.447440e-03      
   0.722098       2.811780         5.172538e-03      
   0.722098       2.847765         4.162766e-03      
   0.722098       2.880118         3.375166e-03      
   0.722098       2.908749         2.768964e-03      
   0.722098       2.933583         2.308441e-03      
   0.722098       2.954553         1.964000e-03      
   0.722098       2.971601         1.712195e-03      
   0.722098       2.984682         1.535244e-03      
   0.722098       2.993761         1.420366e-03      
   0.722098       2.998815         1.359139e-03      
   0.722098       3.004739         1.289797e-03      
   0.722098       3.024957         1.072047e-03      
   0.722098       3.061273         7.482847e-04      
   0.722098       3.113597         4.107935e-04      
   0.722098       3.181789         1.447094e-04      
   0.722098       3.265666         -6.159667e-06     
   0.722098       3.365002         -5.246315e-05     
   0.722098       3.479529         -4.074824e-05     
   0.722098       3.608938         -1.717297e-05     
   0.722098       3.752880         -3.446677e-06     
   0.722098       3.910968         3.787446e-07      
   0.722098       4.082775         4.379427e-07      
   0.722098       4.267838         1.110993e-07      
   0.722098       4.465657         7.802770e-09      
   0.722098       4.675701         -1.911294e-09     
   0.722098       4.897402         -4.158003e-10     
   0.722098       5.130163         -1.174696e-11     
   0.722098       5.373356         3.270799e-12      
   0.722098       5.626327         2.069125e-13      
   0.722098       5.888392         -8.648666e-15     
   0.722098       6.158845         -6.216811e-16     
   0.722098       6.436958         1.256443e-17      
   0.722098       6.721980         5.617006e-19      
   0.722098       7.013143         -1.084039e-20     
   0.722098       7.309662         -1.171861e-22     
   0.722098       7.610739         3.113788e-24      
   0.722098       7.915560         -7.646364e-27     
   0.722098       8.223305         -1.611156e-28     
   0.722098       8.533144         1.111438e-30      
   0.722098       8.844241         -1.788036e-33     
   0.722098       9.155759         -3.582492e-36     
   0.722098       9.466856         2.048552e-38      
   0.722098       9.776695         -8.360828e-41     
   0.722098       10.084440        3.041562e-43      
   0.722098       10.389261        -6.583254e-46     
   0.722098       10.690338        7.235220e-49      
   0.722098       10.986857        -1.353489e-52     
   0.722098       11.278020        -3.337816e-52     
   0.722098       11.563042        -1.550982e-49     
   0.722098       11.841155        -3.176217e-47     
   0.722098       12.111608        4.446447e-44      
   0.722098       12.373673        7.714865e-41      
   0.722098       12.626644        7.439285e-38      
   0.722098       12.869837        5.185952e-35      
   0.722098       13.102598        2.707164e-32      
   0.722098       13.324299        1.049320e-29      
   0.722098       13.534343        2.955102e-27      
   0.722098       13.732162        5.892331e-25      
   0.722098       13.917225        8.103257e-23      
   0.722098       14.089032        7.501383e-21      
   0.722098       14.247120        4.570443e-19      
   0.722098       14.391062        1.803737e-17      
   0.722098       14.520471        4.542512e-16      
   0.722098       14.634998        7.199646e-15      
   0.722098       14.734334        7.478757e-14      
